PWSID,OFFICE,SYSTEMNAME,DESIGNCAPCITY,PLANTNUMBER,PLANTSTATUS,REPORTDATE,MAX_TREATED,AVG_TREATED
6534770,SWPO,LAKE WALES CORNER STORE,36000,1,ACTIVE,202310,110,82
6534770,SWPO,LAKE WALES CORNER STORE,36000,1,ACTIVE,202311,2560,246
6534770,SWPO,LAKE WALES CORNER STORE,36000,1,ACTIVE,202312,90,70
6534771,SWPO,PLEASANT VIEW MHP,49000,1,ACTIVE,202301,6200,4483
6534771,SWPO,PLEASANT VIEW MHP,49000,1,ACTIVE,202303,9800,7626
6534771,SWPO,PLEASANT VIEW MHP,49000,1,ACTIVE,202304,8767,4153
6534771,SWPO,PLEASANT VIEW MHP,49000,1,ACTIVE,202305,3900,2637
6534771,SWPO,PLEASANT VIEW MHP,49000,1,ACTIVE,202306,3550,2143
6534771,SWPO,PLEASANT VIEW MHP,49000,1,ACTIVE,202307,7600,4484
6534771,SWPO,PLEASANT VIEW MHP,49000,1,ACTIVE,202308,9000,7581
6534771,SWPO,PLEASANT VIEW MHP,49000,1,ACTIVE,202310,7833,6306
6534771,SWPO,PLEASANT VIEW MHP,49000,1,ACTIVE,202311,8400,7793
6534771,SWPO,PLEASANT VIEW MHP,49000,1,ACTIVE,202312,9000,7052
6534780,SWPO,"LANG SUN COUNTRY, INC.",27360,1,ACTIVE,202301,1000,385
6534780,SWPO,"LANG SUN COUNTRY, INC.",27360,1,ACTIVE,202302,3550,1002
6534780,SWPO,"LANG SUN COUNTRY, INC.",27360,1,ACTIVE,202303,967,390
6534780,SWPO,"LANG SUN COUNTRY, INC.",27360,1,ACTIVE,202304,4067,947
6534780,SWPO,"LANG SUN COUNTRY, INC.",27360,1,ACTIVE,202305,425,297
6534780,SWPO,"LANG SUN COUNTRY, INC.",27360,1,ACTIVE,202309,1075,400
6534780,SWPO,"LANG SUN COUNTRY, INC.",27360,1,ACTIVE,202310,2950,1574
6534780,SWPO,"LANG SUN COUNTRY, INC.",27360,1,ACTIVE,202312,275,210
6534786,SWPO,EL RANCHO MEXICANO SUPERMERCADO,36000,1,ACTIVE,202301,840,827
6534786,SWPO,EL RANCHO MEXICANO SUPERMERCADO,36000,1,ACTIVE,202302,690,606
6534786,SWPO,EL RANCHO MEXICANO SUPERMERCADO,36000,1,ACTIVE,202303,680,640
6534786,SWPO,EL RANCHO MEXICANO SUPERMERCADO,36000,1,ACTIVE,202304,860,836
6534786,SWPO,EL RANCHO MEXICANO SUPERMERCADO,36000,1,ACTIVE,202305,760,714
6534786,SWPO,EL RANCHO MEXICANO SUPERMERCADO,36000,1,ACTIVE,202306,890,812
6534786,SWPO,EL RANCHO MEXICANO SUPERMERCADO,36000,1,ACTIVE,202307,880,836
6534786,SWPO,EL RANCHO MEXICANO SUPERMERCADO,36000,1,ACTIVE,202308,850,739
6534786,SWPO,EL RANCHO MEXICANO SUPERMERCADO,36000,1,ACTIVE,202309,840,761
6534786,SWPO,EL RANCHO MEXICANO SUPERMERCADO,36000,1,ACTIVE,202312,650,605
6534834,SWPO,GOOD LIFE RV RESORT,504000,1,ACTIVE,202301,41000,31387
6534834,SWPO,GOOD LIFE RV RESORT,504000,1,ACTIVE,202302,39000,31607
6534834,SWPO,GOOD LIFE RV RESORT,504000,1,ACTIVE,202303,44000,32903
6534834,SWPO,GOOD LIFE RV RESORT,504000,1,ACTIVE,202304,32000,23200
6534834,SWPO,GOOD LIFE RV RESORT,504000,1,ACTIVE,202305,32000,23200
6534834,SWPO,GOOD LIFE RV RESORT,504000,1,ACTIVE,202306,22000,12800
6534834,SWPO,GOOD LIFE RV RESORT,504000,1,ACTIVE,202307,73000,16226
6534834,SWPO,GOOD LIFE RV RESORT,504000,1,ACTIVE,202308,28000,15387
6534834,SWPO,GOOD LIFE RV RESORT,504000,1,ACTIVE,202310,31000,19516
6534834,SWPO,GOOD LIFE RV RESORT,504000,1,ACTIVE,202311,46500,28317
6534834,SWPO,GOOD LIFE RV RESORT,504000,1,ACTIVE,202312,95000,27516
6534880,SWPO,SPRING HILL MHP,864000,1,ACTIVE,202301,97000,76532
6534880,SWPO,SPRING HILL MHP,864000,1,ACTIVE,202302,123000,78571
6534880,SWPO,SPRING HILL MHP,864000,1,ACTIVE,202303,141000,97710
6534880,SWPO,SPRING HILL MHP,864000,1,ACTIVE,202304,137000,99200
6534880,SWPO,SPRING HILL MHP,864000,1,ACTIVE,202305,182000,112806
6534880,SWPO,SPRING HILL MHP,864000,1,ACTIVE,202306,180000,109000
6534880,SWPO,SPRING HILL MHP,864000,1,ACTIVE,202307,230000,109258
6534880,SWPO,SPRING HILL MHP,864000,1,ACTIVE,202308,151500,114935
6534880,SWPO,SPRING HILL MHP,864000,1,ACTIVE,202309,142000,106400
6534880,SWPO,SPRING HILL MHP,864000,1,ACTIVE,202310,145500,95548
6534880,SWPO,SPRING HILL MHP,864000,1,ACTIVE,202311,120000,94433
6534886,SWPO,SUNLAKE TERRACE WATER SYSTEMS,360000,1,ACTIVE,202301,94000,51452
6534886,SWPO,SUNLAKE TERRACE WATER SYSTEMS,360000,1,ACTIVE,202302,116000,49679
6534886,SWPO,SUNLAKE TERRACE WATER SYSTEMS,360000,1,ACTIVE,202303,175000,72768
6534886,SWPO,SUNLAKE TERRACE WATER SYSTEMS,360000,1,ACTIVE,202304,129800,63607
6534886,SWPO,SUNLAKE TERRACE WATER SYSTEMS,360000,1,ACTIVE,202305,137000,73903
6534886,SWPO,SUNLAKE TERRACE WATER SYSTEMS,360000,1,ACTIVE,202307,164000,52419
6534886,SWPO,SUNLAKE TERRACE WATER SYSTEMS,360000,1,ACTIVE,202308,190000,56516
6534886,SWPO,SUNLAKE TERRACE WATER SYSTEMS,360000,1,ACTIVE,202309,98000,55800
6534886,SWPO,SUNLAKE TERRACE WATER SYSTEMS,360000,1,ACTIVE,202310,116000,49742
6534886,SWPO,SUNLAKE TERRACE WATER SYSTEMS,360000,1,ACTIVE,202312,95000,47806
6534891,SWPO,BARTON COMMERCIAL PARK LLC,100000,1,ACTIVE,202301,4850,3859
6534891,SWPO,BARTON COMMERCIAL PARK LLC,100000,1,ACTIVE,202302,2950,1804
6534891,SWPO,BARTON COMMERCIAL PARK LLC,100000,1,ACTIVE,202303,10550,2369
6534891,SWPO,BARTON COMMERCIAL PARK LLC,100000,1,ACTIVE,202304,2400,1055
6534891,SWPO,BARTON COMMERCIAL PARK LLC,100000,1,ACTIVE,202305,12500,2248
6534891,SWPO,BARTON COMMERCIAL PARK LLC,100000,1,ACTIVE,202306,30450,5028
6534891,SWPO,BARTON COMMERCIAL PARK LLC,100000,1,ACTIVE,202307,5550,1516
6534891,SWPO,BARTON COMMERCIAL PARK LLC,100000,1,ACTIVE,202308,16150,7952
6534891,SWPO,BARTON COMMERCIAL PARK LLC,100000,1,ACTIVE,202309,21980,6953
6534891,SWPO,BARTON COMMERCIAL PARK LLC,100000,1,ACTIVE,202310,4467,1049
6534891,SWPO,BARTON COMMERCIAL PARK LLC,100000,1,ACTIVE,202311,3500,372
6534891,SWPO,BARTON COMMERCIAL PARK LLC,100000,1,ACTIVE,202312,1750,113
6534902,SWPO,HICKORY LAKE ESTATES,115200,1,ACTIVE,202301,9400,7236
6534902,SWPO,HICKORY LAKE ESTATES,115200,1,ACTIVE,202302,49600,33332
6534902,SWPO,HICKORY LAKE ESTATES,115200,1,ACTIVE,202303,56200,42526
6534902,SWPO,HICKORY LAKE ESTATES,115200,1,ACTIVE,202304,44350,28802
6534902,SWPO,HICKORY LAKE ESTATES,115200,1,ACTIVE,202305,34950,23386
6534902,SWPO,HICKORY LAKE ESTATES,115200,1,ACTIVE,202306,34950,23386
6534902,SWPO,HICKORY LAKE ESTATES,115200,1,ACTIVE,202307,46750,27625
6534902,SWPO,HICKORY LAKE ESTATES,115200,1,ACTIVE,202308,34100,25087
6534902,SWPO,HICKORY LAKE ESTATES,115200,1,ACTIVE,202309,23400,20260
6534902,SWPO,HICKORY LAKE ESTATES,115200,1,ACTIVE,202310,36150,24271
6534902,SWPO,HICKORY LAKE ESTATES,115200,1,ACTIVE,202311,72700,32233
6534902,SWPO,HICKORY LAKE ESTATES,115200,1,ACTIVE,202312,33500,21861
6534918,SWPO,CAREFREE RV COUNTRY CLUB,720000,1,ACTIVE,202301,131000,81677
6534918,SWPO,CAREFREE RV COUNTRY CLUB,720000,1,ACTIVE,202302,117000,85286
6534918,SWPO,CAREFREE RV COUNTRY CLUB,720000,1,ACTIVE,202303,143000,99548
6534918,SWPO,CAREFREE RV COUNTRY CLUB,720000,1,ACTIVE,202304,136000,70633
6534918,SWPO,CAREFREE RV COUNTRY CLUB,720000,1,ACTIVE,202305,68000,49548
6534918,SWPO,CAREFREE RV COUNTRY CLUB,720000,1,ACTIVE,202306,61000,40567
6534918,SWPO,CAREFREE RV COUNTRY CLUB,720000,1,ACTIVE,202307,74000,47419
6534918,SWPO,CAREFREE RV COUNTRY CLUB,720000,1,ACTIVE,202308,83000,41161
6534918,SWPO,CAREFREE RV COUNTRY CLUB,720000,1,ACTIVE,202309,65000,40500
6534918,SWPO,CAREFREE RV COUNTRY CLUB,720000,1,ACTIVE,202310,131000,62065
6534918,SWPO,CAREFREE RV COUNTRY CLUB,720000,1,ACTIVE,202311,117000,88100
6534918,SWPO,CAREFREE RV COUNTRY CLUB,720000,1,ACTIVE,202312,100000,73581
6534994,SWPO,WILLOW OAK ESTATES,43200,1,ACTIVE,202301,21266,16599
6534994,SWPO,WILLOW OAK ESTATES,43200,1,ACTIVE,202302,18200,15180
6534994,SWPO,WILLOW OAK ESTATES,43200,1,ACTIVE,202303,31600,16998
6534994,SWPO,WILLOW OAK ESTATES,43200,1,ACTIVE,202304,25300,22743
6534994,SWPO,WILLOW OAK ESTATES,43200,1,ACTIVE,202305,26850,24153
6534994,SWPO,WILLOW OAK ESTATES,43200,1,ACTIVE,202306,30250,20243
6534994,SWPO,WILLOW OAK ESTATES,43200,1,ACTIVE,202307,22350,19029
6534994,SWPO,WILLOW OAK ESTATES,43200,1,ACTIVE,202308,34050,19099
6534994,SWPO,WILLOW OAK ESTATES,43200,1,ACTIVE,202310,15480,14323
6534994,SWPO,WILLOW OAK ESTATES,43200,1,ACTIVE,202311,18200,14767
6534994,SWPO,WILLOW OAK ESTATES,43200,1,ACTIVE,202312,17260,11675
6534996,SWPO,ORANGE ACRES RANCH,86400,1,ACTIVE,202301,21000,15461
6534996,SWPO,ORANGE ACRES RANCH,86400,1,ACTIVE,202302,21000,16696
6534996,SWPO,ORANGE ACRES RANCH,86400,1,ACTIVE,202303,19800,16826
6534996,SWPO,ORANGE ACRES RANCH,86400,1,ACTIVE,202304,22700,15613
6534996,SWPO,ORANGE ACRES RANCH,86400,1,ACTIVE,202305,19000,14583
6534996,SWPO,ORANGE ACRES RANCH,86400,1,ACTIVE,202307,24100,15573
6534996,SWPO,ORANGE ACRES RANCH,86400,1,ACTIVE,202309,94000,17524
6534996,SWPO,ORANGE ACRES RANCH,86400,1,ACTIVE,202310,21200,15753
6534996,SWPO,ORANGE ACRES RANCH,86400,1,ACTIVE,202311,23160,16229
6534996,SWPO,ORANGE ACRES RANCH,86400,1,ACTIVE,202312,21200,16352
6534999,SWPO,COUNTRY CLASS,193000,1,ACTIVE,202301,68500,22306
6534999,SWPO,COUNTRY CLASS,193000,1,ACTIVE,202302,32667,21821
6534999,SWPO,COUNTRY CLASS,193000,1,ACTIVE,202303,57000,31223
6534999,SWPO,COUNTRY CLASS,193000,1,ACTIVE,202304,120750,60170
6534999,SWPO,COUNTRY CLASS,193000,1,ACTIVE,202305,39000,22645
6534999,SWPO,COUNTRY CLASS,193000,1,ACTIVE,202307,26000,17146
6534999,SWPO,COUNTRY CLASS,193000,1,ACTIVE,202308,25000,18637
6534999,SWPO,COUNTRY CLASS,193000,1,ACTIVE,202309,21500,17900
6534999,SWPO,COUNTRY CLASS,193000,1,ACTIVE,202310,25000,19194
6534999,SWPO,COUNTRY CLASS,193000,1,ACTIVE,202311,29000,15087
6534999,SWPO,COUNTRY CLASS,193000,1,ACTIVE,202312,16000,11323
6535001,SWPO,"PRIMA'S STORE, INC.",36000,1,ACTIVE,202301,160,138
6535001,SWPO,"PRIMA'S STORE, INC.",36000,1,ACTIVE,202302,150,133
6535001,SWPO,"PRIMA'S STORE, INC.",36000,1,ACTIVE,202303,180,150
6535001,SWPO,"PRIMA'S STORE, INC.",36000,1,ACTIVE,202304,170,138
6535001,SWPO,"PRIMA'S STORE, INC.",36000,1,ACTIVE,202305,180,152
6535001,SWPO,"PRIMA'S STORE, INC.",36000,1,ACTIVE,202306,210,182
6535001,SWPO,"PRIMA'S STORE, INC.",36000,1,ACTIVE,202307,210,174
6535001,SWPO,"PRIMA'S STORE, INC.",36000,1,ACTIVE,202308,220,174
6535001,SWPO,"PRIMA'S STORE, INC.",36000,1,ACTIVE,202309,220,172
6535001,SWPO,"PRIMA'S STORE, INC.",36000,1,ACTIVE,202312,150,128
6535003,SWPO,WESTLAKE ROYAL ROOFING PLANT 1,108000,1,ACTIVE,202301,2010,1180
6535003,SWPO,WESTLAKE ROYAL ROOFING PLANT 1,108000,1,ACTIVE,202303,2050,1307
6535003,SWPO,WESTLAKE ROYAL ROOFING PLANT 1,108000,1,ACTIVE,202304,1710,1100
6535003,SWPO,WESTLAKE ROYAL ROOFING PLANT 1,108000,1,ACTIVE,202305,2680,1158
6535003,SWPO,WESTLAKE ROYAL ROOFING PLANT 1,108000,1,ACTIVE,202306,2210,1079
6535003,SWPO,WESTLAKE ROYAL ROOFING PLANT 1,108000,1,ACTIVE,202307,1680,1071
6535003,SWPO,WESTLAKE ROYAL ROOFING PLANT 1,108000,1,ACTIVE,202308,1770,1217
6535003,SWPO,WESTLAKE ROYAL ROOFING PLANT 1,108000,1,ACTIVE,202309,1600,1131
6535003,SWPO,WESTLAKE ROYAL ROOFING PLANT 1,108000,1,ACTIVE,202310,1870,1140
6535003,SWPO,WESTLAKE ROYAL ROOFING PLANT 1,108000,1,ACTIVE,202311,1980,1214
6535003,SWPO,WESTLAKE ROYAL ROOFING PLANT 1,108000,1,ACTIVE,202312,1510,651
6535026,SWPO,CENTRAL LEISURE LAKE MHP & RV,49000,1,ACTIVE,202301,19266,12670
6535026,SWPO,CENTRAL LEISURE LAKE MHP & RV,49000,1,ACTIVE,202302,22500,14353
6535026,SWPO,CENTRAL LEISURE LAKE MHP & RV,49000,1,ACTIVE,202303,18125,12588
6535026,SWPO,CENTRAL LEISURE LAKE MHP & RV,49000,1,ACTIVE,202304,19900,12186
6535026,SWPO,CENTRAL LEISURE LAKE MHP & RV,49000,1,ACTIVE,202305,34034,16531
6535026,SWPO,CENTRAL LEISURE LAKE MHP & RV,49000,1,ACTIVE,202306,15100,10005
6535026,SWPO,CENTRAL LEISURE LAKE MHP & RV,49000,1,ACTIVE,202307,20134,13603
6535026,SWPO,CENTRAL LEISURE LAKE MHP & RV,49000,1,ACTIVE,202308,21675,13532
6535026,SWPO,CENTRAL LEISURE LAKE MHP & RV,49000,1,ACTIVE,202309,22500,11736
6535026,SWPO,CENTRAL LEISURE LAKE MHP & RV,49000,1,ACTIVE,202310,0,0
6535026,SWPO,CENTRAL LEISURE LAKE MHP & RV,49000,1,ACTIVE,202311,0,0
6535026,SWPO,CENTRAL LEISURE LAKE MHP & RV,49000,1,ACTIVE,202312,0,0
6535036,SWPO,LAKE GIBSON DENTAL CENTER,28800,1,ACTIVE,202301,990,793
6535036,SWPO,LAKE GIBSON DENTAL CENTER,28800,1,ACTIVE,202302,990,882
6535036,SWPO,LAKE GIBSON DENTAL CENTER,28800,1,ACTIVE,202303,1080,960
6535036,SWPO,LAKE GIBSON DENTAL CENTER,28800,1,ACTIVE,202304,990,931
6535036,SWPO,LAKE GIBSON DENTAL CENTER,28800,1,ACTIVE,202305,1294,872
6535036,SWPO,LAKE GIBSON DENTAL CENTER,28800,1,ACTIVE,202306,918,882
6535036,SWPO,LAKE GIBSON DENTAL CENTER,28800,1,ACTIVE,202307,765,704
6535036,SWPO,LAKE GIBSON DENTAL CENTER,28800,1,ACTIVE,202308,900,714
6535036,SWPO,LAKE GIBSON DENTAL CENTER,28800,1,ACTIVE,202310,1080,797
6535036,SWPO,LAKE GIBSON DENTAL CENTER,28800,1,ACTIVE,202311,1026,725
6535036,SWPO,LAKE GIBSON DENTAL CENTER,28800,1,ACTIVE,202312,900,711
6535055,SWPO,SWS - CYPRESS LAKES,673000,1,ACTIVE,202301,394000,292032
6535055,SWPO,SWS - CYPRESS LAKES,673000,1,ACTIVE,202302,352000,244964
6535055,SWPO,SWS - CYPRESS LAKES,673000,1,ACTIVE,202303,362000,234194
6535055,SWPO,SWS - CYPRESS LAKES,673000,1,ACTIVE,202304,323000,222667
6535055,SWPO,SWS - CYPRESS LAKES,673000,1,ACTIVE,202305,284000,202645
6535055,SWPO,SWS - CYPRESS LAKES,673000,1,ACTIVE,202306,235000,167033
6535055,SWPO,SWS - CYPRESS LAKES,673000,1,ACTIVE,202307,213000,164258
6535055,SWPO,SWS - CYPRESS LAKES,673000,1,ACTIVE,202308,287000,166226
6535055,SWPO,SWS - CYPRESS LAKES,673000,1,ACTIVE,202309,211000,161833
6535055,SWPO,SWS - CYPRESS LAKES,673000,1,ACTIVE,202310,237000,182710
6535055,SWPO,SWS - CYPRESS LAKES,673000,1,ACTIVE,202311,264000,189367
6535055,SWPO,SWS - CYPRESS LAKES,673000,1,ACTIVE,202312,226000,175548
6535063,SWPO,SOUTHERN OAKS MHP,49000,1,ACTIVE,202302,5700,3382
6535063,SWPO,SOUTHERN OAKS MHP,49000,1,ACTIVE,202303,4800,3316
6535063,SWPO,SOUTHERN OAKS MHP,49000,1,ACTIVE,202304,8475,4126
6535063,SWPO,SOUTHERN OAKS MHP,49000,1,ACTIVE,202305,7500,4574
6535063,SWPO,SOUTHERN OAKS MHP,49000,1,ACTIVE,202306,6668,3958
6535063,SWPO,SOUTHERN OAKS MHP,49000,1,ACTIVE,202307,8334,4589
6535063,SWPO,SOUTHERN OAKS MHP,49000,1,ACTIVE,202308,6000,1926
6535063,SWPO,SOUTHERN OAKS MHP,49000,1,ACTIVE,202309,3000,1825
6535063,SWPO,SOUTHERN OAKS MHP,49000,1,ACTIVE,202310,5300,2730
6535063,SWPO,SOUTHERN OAKS MHP,49000,1,ACTIVE,202311,3634,2335
6535063,SWPO,SOUTHERN OAKS MHP,49000,1,ACTIVE,202312,2275,1683
6535064,SWPO,SWISS GOLF & TENNIS CLUB,1296000,1,ACTIVE,202301,180000,147097
6535064,SWPO,SWISS GOLF & TENNIS CLUB,1296000,1,ACTIVE,202302,193000,142000
6535064,SWPO,SWISS GOLF & TENNIS CLUB,1296000,1,ACTIVE,202303,255000,159581
6535064,SWPO,SWISS GOLF & TENNIS CLUB,1296000,1,ACTIVE,202304,217000,151400
6535064,SWPO,SWISS GOLF & TENNIS CLUB,1296000,1,ACTIVE,202305,221000,145935
6535064,SWPO,SWISS GOLF & TENNIS CLUB,1296000,1,ACTIVE,202306,284000,116367
6535064,SWPO,SWISS GOLF & TENNIS CLUB,1296000,1,ACTIVE,202307,188000,127839
6535064,SWPO,SWISS GOLF & TENNIS CLUB,1296000,1,ACTIVE,202309,141000,112300
6535064,SWPO,SWISS GOLF & TENNIS CLUB,1296000,1,ACTIVE,202310,183000,142032
6535064,SWPO,SWISS GOLF & TENNIS CLUB,1296000,1,ACTIVE,202312,234000,145290
6535070,SWPO,LELYNN RV RESORT,49000,1,ACTIVE,202302,27000,23357
6535070,SWPO,LELYNN RV RESORT,49000,1,ACTIVE,202303,28000,25936
6535070,SWPO,LELYNN RV RESORT,49000,1,ACTIVE,202304,23000,16933
6535070,SWPO,LELYNN RV RESORT,49000,1,ACTIVE,202305,26000,16215
6535070,SWPO,LELYNN RV RESORT,49000,1,ACTIVE,202306,15000,11200
6535070,SWPO,LELYNN RV RESORT,49000,1,ACTIVE,202307,11000,8903
6535070,SWPO,LELYNN RV RESORT,49000,1,ACTIVE,202308,10000,8307
6535070,SWPO,LELYNN RV RESORT,49000,1,ACTIVE,202310,18000,11753
6535070,SWPO,LELYNN RV RESORT,49000,1,ACTIVE,202311,19000,14842
6535070,SWPO,LELYNN RV RESORT,49000,1,ACTIVE,202312,23000,15290
6535079,SWPO,"PINECREST UTILITIE, LLC",150000,1,ACTIVE,202301,45000,29129
6535079,SWPO,"PINECREST UTILITIE, LLC",150000,1,ACTIVE,202302,47667,30071
6535079,SWPO,"PINECREST UTILITIE, LLC",150000,1,ACTIVE,202303,39000,29258
6535079,SWPO,"PINECREST UTILITIE, LLC",150000,1,ACTIVE,202304,40000,34133
6535079,SWPO,"PINECREST UTILITIE, LLC",150000,1,ACTIVE,202305,53000,39226
6535079,SWPO,"PINECREST UTILITIE, LLC",150000,1,ACTIVE,202307,43667,37581
6535079,SWPO,"PINECREST UTILITIE, LLC",150000,1,ACTIVE,202308,52667,32935
6535079,SWPO,"PINECREST UTILITIE, LLC",150000,1,ACTIVE,202310,43000,2829
6535079,SWPO,"PINECREST UTILITIE, LLC",150000,1,ACTIVE,202311,99000,35733
6535079,SWPO,"PINECREST UTILITIE, LLC",150000,1,ACTIVE,202312,44000,31581
6535084,SWPO,DIRECT CAPITAL GREEN ACRES LLC,49000,1,ACTIVE,202301,7000,5016
6535084,SWPO,DIRECT CAPITAL GREEN ACRES LLC,49000,1,ACTIVE,202302,32900,6185
6535084,SWPO,DIRECT CAPITAL GREEN ACRES LLC,49000,1,ACTIVE,202303,10268,6932
6535084,SWPO,DIRECT CAPITAL GREEN ACRES LLC,49000,1,ACTIVE,202304,14100,8030
6535084,SWPO,DIRECT CAPITAL GREEN ACRES LLC,49000,1,ACTIVE,202305,6734,4803
6535084,SWPO,DIRECT CAPITAL GREEN ACRES LLC,49000,1,ACTIVE,202306,11500,4836
6535084,SWPO,DIRECT CAPITAL GREEN ACRES LLC,49000,1,ACTIVE,202307,14768,9390
6535084,SWPO,DIRECT CAPITAL GREEN ACRES LLC,49000,1,ACTIVE,202308,13075,9140
6535084,SWPO,DIRECT CAPITAL GREEN ACRES LLC,49000,1,ACTIVE,202309,7000,3743
6535084,SWPO,DIRECT CAPITAL GREEN ACRES LLC,49000,1,ACTIVE,202310,8425,4655
6535084,SWPO,DIRECT CAPITAL GREEN ACRES LLC,49000,1,ACTIVE,202312,11334,3978
6535090,SWPO,BURNS INDUSTRIAL PARK,79200,1,ACTIVE,202301,1530,1335
6535090,SWPO,BURNS INDUSTRIAL PARK,79200,1,ACTIVE,202302,1490,1296
6535090,SWPO,BURNS INDUSTRIAL PARK,79200,1,ACTIVE,202303,1370,1101
6535090,SWPO,BURNS INDUSTRIAL PARK,79200,1,ACTIVE,202304,1204,981
6535090,SWPO,BURNS INDUSTRIAL PARK,79200,1,ACTIVE,202305,1270,946
6535090,SWPO,BURNS INDUSTRIAL PARK,79200,1,ACTIVE,202306,880,750
6535090,SWPO,BURNS INDUSTRIAL PARK,79200,1,ACTIVE,202307,1900,1379
6535090,SWPO,BURNS INDUSTRIAL PARK,79200,1,ACTIVE,202308,910,824
6535090,SWPO,BURNS INDUSTRIAL PARK,79200,1,ACTIVE,202310,950,782
6535090,SWPO,BURNS INDUSTRIAL PARK,79200,1,ACTIVE,202311,950,802
6535090,SWPO,BURNS INDUSTRIAL PARK,79200,1,ACTIVE,202312,570,473
6535097,SWPO,BAILEY PLACE MHP,132500,1,ACTIVE,202301,5660,913
6535097,SWPO,BAILEY PLACE MHP,132500,1,ACTIVE,202302,82700,49580
6535097,SWPO,BAILEY PLACE MHP,132500,1,ACTIVE,202303,69183,41127
6535097,SWPO,BAILEY PLACE MHP,132500,1,ACTIVE,202304,64920,42283
6535097,SWPO,BAILEY PLACE MHP,132500,1,ACTIVE,202305,39700,34990
6535097,SWPO,BAILEY PLACE MHP,132500,1,ACTIVE,202306,42833,35068
6535097,SWPO,BAILEY PLACE MHP,132500,1,ACTIVE,202307,45329,39435
6535097,SWPO,BAILEY PLACE MHP,132500,1,ACTIVE,202308,63000,39311
6535097,SWPO,BAILEY PLACE MHP,132500,1,ACTIVE,202309,63250,35300
6535097,SWPO,BAILEY PLACE MHP,132500,1,ACTIVE,202310,37380,32757
6535097,SWPO,BAILEY PLACE MHP,132500,1,ACTIVE,202311,30288,27511
6535097,SWPO,BAILEY PLACE MHP,132500,1,ACTIVE,202312,45700,30968
6535113,SWPO,OAKLEY TRANSPORT INC.,47000,1,ACTIVE,202301,17800,12831
6535113,SWPO,OAKLEY TRANSPORT INC.,47000,1,ACTIVE,202302,17600,13077
6535113,SWPO,OAKLEY TRANSPORT INC.,47000,1,ACTIVE,202303,23800,15421
6535113,SWPO,OAKLEY TRANSPORT INC.,47000,1,ACTIVE,202304,26233,19160
6535113,SWPO,OAKLEY TRANSPORT INC.,47000,1,ACTIVE,202305,21000,15583
6535113,SWPO,OAKLEY TRANSPORT INC.,47000,1,ACTIVE,202306,23800,17260
6535113,SWPO,OAKLEY TRANSPORT INC.,47000,1,ACTIVE,202307,24700,17706
6535113,SWPO,OAKLEY TRANSPORT INC.,47000,1,ACTIVE,202308,23250,18060
6535113,SWPO,OAKLEY TRANSPORT INC.,47000,1,ACTIVE,202310,22700,15404
6535113,SWPO,OAKLEY TRANSPORT INC.,47000,1,ACTIVE,202311,21750,16345
6535113,SWPO,OAKLEY TRANSPORT INC.,47000,1,ACTIVE,202312,27500,19216
6535113,SWPO,OAKLEY TRANSPORT INC.,49000,2,ACTIVE,202301,75150,59685
6535113,SWPO,OAKLEY TRANSPORT INC.,49000,2,ACTIVE,202302,84500,60815
6535113,SWPO,OAKLEY TRANSPORT INC.,49000,2,ACTIVE,202303,78300,68500
6535113,SWPO,OAKLEY TRANSPORT INC.,49000,2,ACTIVE,202304,77950,69783
6535113,SWPO,OAKLEY TRANSPORT INC.,49000,2,ACTIVE,202305,77400,66527
6535113,SWPO,OAKLEY TRANSPORT INC.,49000,2,ACTIVE,202306,80400,68850
6535113,SWPO,OAKLEY TRANSPORT INC.,49000,2,ACTIVE,202307,83200,68677
6535113,SWPO,OAKLEY TRANSPORT INC.,49000,2,ACTIVE,202308,86000,72171
6535113,SWPO,OAKLEY TRANSPORT INC.,49000,2,ACTIVE,202310,87500,69043
6535113,SWPO,OAKLEY TRANSPORT INC.,49000,2,ACTIVE,202311,82400,71933
6535113,SWPO,OAKLEY TRANSPORT INC.,49000,2,ACTIVE,202312,88000,71942
6535117,SWPO,J K FOOD,49000,1,ACTIVE,202301,27088,8097
6535117,SWPO,J K FOOD,49000,1,ACTIVE,202302,11808,4568
6535117,SWPO,J K FOOD,49000,1,ACTIVE,202303,9856,4518
6535117,SWPO,J K FOOD,49000,1,ACTIVE,202304,2455,938
6535117,SWPO,J K FOOD,49000,1,ACTIVE,202305,2014,872
6535117,SWPO,J K FOOD,49000,1,ACTIVE,202306,3348,1038
6535117,SWPO,J K FOOD,49000,1,ACTIVE,202307,4170,1115
6535117,SWPO,J K FOOD,49000,1,ACTIVE,202308,845,482
6535117,SWPO,J K FOOD,49000,1,ACTIVE,202309,1100,509
6535117,SWPO,J K FOOD,49000,1,ACTIVE,202310,2275,955
6535117,SWPO,J K FOOD,49000,1,ACTIVE,202311,2434,921
6535117,SWPO,J K FOOD,49000,1,ACTIVE,202312,1668,809
6535164,SWPO,"AOC, L.L.C.",36000,1,ACTIVE,202301,1000,600
6535164,SWPO,"AOC, L.L.C.",36000,1,ACTIVE,202302,900,593
6535164,SWPO,"AOC, L.L.C.",36000,1,ACTIVE,202303,800,581
6535164,SWPO,"AOC, L.L.C.",36000,1,ACTIVE,202304,1850,596
6535164,SWPO,"AOC, L.L.C.",36000,1,ACTIVE,202305,1000,584
