PWSID,SYSTEMNAME,PLANTNUMBER,PLANTNAME,OBJECTIVEID,PROCESSID,PROCESSOBJECTIVEDESC
4470257,OKEECHOBEE UTILITY AUTHORITY,2,OKEECHOBEE GROUND WATER PLANT,E,20,T-O CTRL/AERATION
4470395,EAST OKEECHOBEE MHP,1,ENCHANTED FOREST,B,02,DISINFECT/HYPOCHLORIN
4470395,EAST OKEECHOBEE MHP,1,ENCHANTED FOREST,E,20,T-O CTRL/AERATION
4470395,EAST OKEECHOBEE MHP,1,ENCHANTED FOREST,H,25,SOFTENING/ION EXCHANGE
4470421,LAKESIDE NORTH RV RESORT,1,FIJIAN TRAVEL TRAILER PARK,B,02,DISINFECT/HYPOCHLORIN
4470421,LAKESIDE NORTH RV RESORT,1,FIJIAN TRAVEL TRAILER PARK,E,20,T-O CTRL/AERATION
4470472,OKEECHOBEE YOUTH DEVELOPMENT,1,ECKERD FAMILY YOUTH ALTERNATIV,B,02,DISINFECT/HYPOCHLORIN
4470472,OKEECHOBEE YOUTH DEVELOPMENT,1,ECKERD FAMILY YOUTH ALTERNATIV,B,04,DISINFECT/CHLORAMINES
4470472,OKEECHOBEE YOUTH DEVELOPMENT,1,ECKERD FAMILY YOUTH ALTERNATIV,B,07,DISINFECT/OTHER DISINFECT
4470472,OKEECHOBEE YOUTH DEVELOPMENT,1,ECKERD FAMILY YOUTH ALTERNATIV,C,15,PART-RMVL/PRESS SAND FILT
4470472,OKEECHOBEE YOUTH DEVELOPMENT,1,ECKERD FAMILY YOUTH ALTERNATIV,D,36,CORR-CTRL/CORROSION INHIB
4470996,OKEECHOBEE BEACH WATER ASSN.,1,OKEECHOBEE BEACH WATER ASSN.,A,,NO TRTMT
4470996,OKEECHOBEE BEACH WATER ASSN.,2,OKEECHOBEE BEACH WTP,A,,NO TRTMT
4471110,PINE RIDGE PARK,1,PINERIDGE PARK,B,04,DISINFECT/CHLORAMINES
4471110,PINE RIDGE PARK,1,PINERIDGE PARK,G,20,IRON RMVL/AERATION
4471318,EIGHT SECONDS,1,SKYLAKE TWIN DRIVE-IN,B,02,DISINFECT/HYPOCHLORIN
4471411,SUNSET MOBILE HOME PARK,1,SUNSET MOBILE HOME PARK,B,02,DISINFECT/HYPOCHLORIN
4471426,POOR-TOMS TIRE & SERVICE CTR.,1,OKEECHOBEE,B,02,DISINFECT/HYPOCHLORIN
4471426,POOR-TOMS TIRE & SERVICE CTR.,1,OKEECHOBEE,E,20,T-O CTRL/AERATION
4471426,POOR-TOMS TIRE & SERVICE CTR.,1,OKEECHOBEE,H,25,SOFTENING/ION EXCHANGE
4471727,LAKE OKEECHOBEE RV PARK,1,PRIMROSE R.V. PARK WTP,B,02,DISINFECT/HYPOCHLORIN
4471727,LAKE OKEECHOBEE RV PARK,1,PRIMROSE R.V. PARK WTP,E,20,T-O CTRL/AERATION
4471728,ENRICO DAIRY,1,ENRICO DAIRY,A,,NO TRTMT
4471729,FLORIDA POWER & LIGHT CO.,1,FLORIDA POWER & LIGHT CO.,A,,NO TRTMT
4471730,FORT DRUM SERVICE PLAZA,1,FT DRUM SERVICE PLAZA,B,02,DISINFECT/HYPOCHLORIN
4471730,FORT DRUM SERVICE PLAZA,1,FT DRUM SERVICE PLAZA,E,20,T-O CTRL/AERATION
4471730,FORT DRUM SERVICE PLAZA,1,FT DRUM SERVICE PLAZA,G,30,IRON RMVL/GREENSAND FILTR
4471731,ONE LAKE PLACE,1,ONE LAKE PLACE,B,02,DISINFECT/HYPOCHLORIN
4471731,ONE LAKE PLACE,1,ONE LAKE PLACE,E,20,T-O CTRL/AERATION
4471735,BARLOW'S RV PARK,1,BARLOW'S RV PARK,B,02,DISINFECT/HYPOCHLORIN
4471735,BARLOW'S RV PARK,1,BARLOW'S RV PARK,E,20,T-O CTRL/AERATION
4471736,VILLA MARGARET,1,VILLA MARGARET,B,04,DISINFECT/CHLORAMINES
4471736,VILLA MARGARET,1,VILLA MARGARET,E,20,T-O CTRL/AERATION
4471914,OKEECHOBEE KOA KAMPGROUND,1,OKEECHOBEE KOA KAMPGROUND,A,,NO TRTMT
4471921,RIVERBEND TRAILER PARK,1,RIVERBEND TRAILER PK/CITY OKEE,C,14,PART-RMVL/RAPID SAND FIL
4474000,COUNTRY BOYS PIZZA AND DELI,1,DONNA'S DINER,B,02,DISINFECT/HYPOCHLORIN
4474131,FORT DRUM STORE,1,FINA,B,02,DISINFECT/HYPOCHLORIN
4474134,INDIAN HAMMOCK HUNT/RIDING CLB,1,INDIAN HAMMOCK HUNT/RIDING CLB,B,02,DISINFECT/HYPOCHLORIN
4474396,ANCIENT OAKS RV RESORT,1,ANCIENT OAKS RV PARK WTP,B,04,DISINFECT/CHLORAMINES
4474396,ANCIENT OAKS RV RESORT,1,ANCIENT OAKS RV PARK WTP,E,20,T-O CTRL/AERATION
4474396,ANCIENT OAKS RV RESORT,1,ANCIENT OAKS RV PARK WTP,F,23,ORGN-RMVL/GAC ADDITION
4474396,ANCIENT OAKS RV RESORT,1,ANCIENT OAKS RV PARK WTP,F,25,ORGN-RMVL/ION EXCHANGE
4474397,BIG WATER RV,1,REGISTER'S R.V. PARK,B,02,DISINFECT/HYPOCHLORIN
4474397,BIG WATER RV,1,REGISTER'S R.V. PARK,E,20,T-O CTRL/AERATION
4474398,ELKS LODGE #2558 (B.P.O.E.),1,SAME,B,01,DISINFECT/GASEOUS CHLORIN
4474398,ELKS LODGE #2558 (B.P.O.E.),1,SAME,E,20,T-O CTRL/AERATION
4474398,ELKS LODGE #2558 (B.P.O.E.),1,SAME,H,25,SOFTENING/ION EXCHANGE
4474399,WATERS EDGE MOTOR COACH AND RV RESORT,1,WATER'S EDGE MOTOR COACH RESOR,B,02,DISINFECT/HYPOCHLORIN
4474399,WATERS EDGE MOTOR COACH AND RV RESORT,1,WATER'S EDGE MOTOR COACH RESOR,E,20,T-O CTRL/AERATION
4474405,BET-HER ACRES,1,BET-HER ACRES,C,14,PART-RMVL/RAPID SAND FIL
4474406,KING'S BAY WATER COMPANY,1,KING'S BAY UTILITIES WTP,B,01,DISINFECT/GASEOUS CHLORIN
4474406,KING'S BAY WATER COMPANY,1,KING'S BAY UTILITIES WTP,E,20,T-O CTRL/AERATION
4474407,CAMPO DEL AZTECA,1,WHISPERING PINES MHP,B,02,DISINFECT/HYPOCHLORIN
4474408,FAITH FARM MINISTRIES,1,FAITH FARMS,B,02,DISINFECT/HYPOCHLORIN
4474408,FAITH FARM MINISTRIES,1,FAITH FARMS,E,20,T-O CTRL/AERATION
4474409,PALM MOBILE HOME PARK,1,PALM MOBILE HOME VILLAGE,B,02,DISINFECT/HYPOCHLORIN
4474409,PALM MOBILE HOME PARK,1,PALM MOBILE HOME VILLAGE,E,20,T-O CTRL/AERATION
4474410,MAPCO EXPRESS #60,1,MAPCO EXPRESS #60,B,02,DISINFECT/HYPOCHLORIN
4474410,MAPCO EXPRESS #60,1,MAPCO EXPRESS #60,E,20,T-O CTRL/AERATION
4474410,MAPCO EXPRESS #60,1,MAPCO EXPRESS #60,H,25,SOFTENING/ION EXCHANGE
4474411,REGENCY THERMOGRAPHERS OF FLA,1,REGENCY THERMOGRAPHERS OF FLA,B,02,DISINFECT/HYPOCHLORIN
4474412,REGENCY THERMOGRAPHERS OF FLA,1,01,B,02,DISINFECT/HYPOCHLORIN
4474413,EVANS PROPERTIES/SCOTT GROVES,1,EVANS PROPERTIES/SCOTT GROVES,B,02,DISINFECT/HYPOCHLORIN
4474413,EVANS PROPERTIES/SCOTT GROVES,1,EVANS PROPERTIES/SCOTT GROVES,E,20,T-O CTRL/AERATION
4474414,LAKE SUN LODGE AND RV -  BIG LAKE LODGE,1,BIG LAKE LODGE,B,02,DISINFECT/HYPOCHLORIN
4474414,LAKE SUN LODGE AND RV -  BIG LAKE LODGE,1,BIG LAKE LODGE,E,20,T-O CTRL/AERATION
4474415,PRODUCER'S MEAT PACKING CO-OP,1,PRODUCER'S MEAT PACKING CO-OP,B,02,DISINFECT/HYPOCHLORIN
4474415,PRODUCER'S MEAT PACKING CO-OP,1,PRODUCER'S MEAT PACKING CO-OP,E,20,T-O CTRL/AERATION
4474416,MARCO Y AMIGOS,1,MARCO-Y-AMIGOS WTP,B,02,DISINFECT/HYPOCHLORIN
4474417,TOWN STAR #40,1,FINA/TOWN STAR #3876,B,02,DISINFECT/HYPOCHLORIN
4474417,TOWN STAR #40,1,FINA/TOWN STAR #3876,E,20,T-O CTRL/AERATION
4474419,CIRCLE K FOOD STORE #7402,1,CICKE K FOOD STORE WTP,B,02,DISINFECT/HYPOCHLORIN
4474419,CIRCLE K FOOD STORE #7402,1,CICKE K FOOD STORE WTP,E,20,T-O CTRL/AERATION
4474420,OAK LEAF GOLF COURSE,1,OAK LEAF GOLF COURSE,B,02,DISINFECT/HYPOCHLORIN
4474421,LOG HARBOR CONDOMINIUMS,1,LOG CABIN UTILITIES WTP,B,02,DISINFECT/HYPOCHLORIN
4474421,LOG HARBOR CONDOMINIUMS,1,LOG CABIN UTILITIES WTP,E,20,T-O CTRL/AERATION
4474422,CROSSROADS RESTAURANT,1,CROSSROADS RESTAURANT WTP,B,02,DISINFECT/HYPOCHLORIN
4474422,CROSSROADS RESTAURANT,1,CROSSROADS RESTAURANT WTP,H,02,SOFTENING/HYPOCHLORIN
4474423,BROTHERS RV RESORT,1,BLUE GILL RV PARK,B,02,DISINFECT/HYPOCHLORIN
4474423,BROTHERS RV RESORT,1,BLUE GILL RV PARK,E,20,T-O CTRL/AERATION
4474424,MOOSE LODGE #1753,1,MOOSE LODGE #1753,B,02,DISINFECT/HYPOCHLORIN
4474424,MOOSE LODGE #1753,1,MOOSE LODGE #1753,H,25,SOFTENING/ION EXCHANGE
4474425,TARVIN'S TRAILER COURT,1,TARVIN'S TRAILER COURT,B,02,DISINFECT/HYPOCHLORIN
4474426,KNOT'S LANDING,1,KNOTS LANDING,B,02,DISINFECT/HYPOCHLORIN
4474426,KNOT'S LANDING,1,KNOTS LANDING,E,20,T-O CTRL/AERATION
4474427,VFW POST 4423,1,VFW POST 4423,B,02,DISINFECT/HYPOCHLORIN
4474428,BASS AUCTION,1,SAME,B,02,DISINFECT/HYPOCHLORIN
4474429,39TH CIRCLE TRAILER PARK,1,39TH CIRCLE TRAILER PARK,B,02,DISINFECT/HYPOCHLORIN
4474430,46TH AVENUE VILLAS,1,46TH AVENUE VILLAS,B,07,DISINFECT/OTHER DISINFECT
4474431,LAKESIDE VILLAGE RV RESORT,1,LAKESIDE VILLAGE RV RESORT,B,02,DISINFECT/HYPOCHLORIN
4474431,LAKESIDE VILLAGE RV RESORT,1,LAKESIDE VILLAGE RV RESORT,E,20,T-O CTRL/AERATION
4474432,"MARTHA'S HOUSE, INC",1,"MARTHA'S HOUSE, INC",B,02,DISINFECT/HYPOCHLORIN
4474433,BIG DADDY PLAZA,1,BIG DADDY PLAZA,B,02,DISINFECT/HYPOCHLORIN
4474434,FPL-OKEECHOBEE SERVICE CENTER,1,FPL-OKEECHOBEE SERVICE CENTER,B,02,DISINFECT/HYPOCHLORIN
4474434,FPL-OKEECHOBEE SERVICE CENTER,1,FPL-OKEECHOBEE SERVICE CENTER,E,20,T-O CTRL/AERATION
4474434,FPL-OKEECHOBEE SERVICE CENTER,1,FPL-OKEECHOBEE SERVICE CENTER,G,15,IRON RMVL/PRESS SAND FILT
4474434,FPL-OKEECHOBEE SERVICE CENTER,1,FPL-OKEECHOBEE SERVICE CENTER,H,25,SOFTENING/ION EXCHANGE
4474435,AM VETS,1,AM VETS,Z,25,OTHER/ION EXCHANGE
4474436,OASIS VILLAGE,1,OASIS VILLAGE/SNUG HARBOR,B,01,DISINFECT/GASEOUS CHLORIN
4474436,OASIS VILLAGE,1,OASIS VILLAGE/SNUG HARBOR,D,18,CORR-CTRL/SEQUESTATION
4474436,OASIS VILLAGE,1,OASIS VILLAGE/SNUG HARBOR,E,20,T-O CTRL/AERATION
4474437,SANDY L CAMP II,1,SANDY L CAMP II (CISNEROS'),B,02,DISINFECT/HYPOCHLORIN
4474437,SANDY L CAMP II,2,CISNERO'S MLC WEST PLANT,A,,NO TRTMT
4474438,NORMAN'S LABOR CAMP & CHURCH,1,NORMAN'S LABOR CAMP,A,,NO TRTMT
4474438,NORMAN'S LABOR CAMP & CHURCH,2,NORMAN'S CHURCH,A,,NO TRTMT
4474439,THE FROSTY MUG,1,GIZMO'S TOURNAMENT,B,02,DISINFECT/HYPOCHLORIN
4474439,THE FROSTY MUG,1,GIZMO'S TOURNAMENT,E,20,T-O CTRL/AERATION
4474440,OKEECHOBEE LIVESTOCK MARKET,1,OKEECHOBEE LIVESTOCK MARKET,B,02,DISINFECT/HYPOCHLORIN
4474441,FRATERNAL ORDER OF EAGLES,1,FRATERNAL ORDER OF EAGLES,B,02,DISINFECT/HYPOCHLORIN
4474441,FRATERNAL ORDER OF EAGLES,1,FRATERNAL ORDER OF EAGLES,G,15,IRON RMVL/PRESS SAND FILT
4474441,FRATERNAL ORDER OF EAGLES,1,FRATERNAL ORDER OF EAGLES,H,25,SOFTENING/ION EXCHANGE
4474442,FLORIDA CONVENIENCE STORE #482,1,TOWN STAR #482,B,02,DISINFECT/HYPOCHLORIN
4474442,FLORIDA CONVENIENCE STORE #482,1,TOWN STAR #482,E,20,T-O CTRL/AERATION
4474443,SHADY PINES TRAILER PARK,1,SHADY PINES TRAILER PARK,A,,NO TRTMT
4474444,BLUE HERON GOLF & COUNTRY CLUB,1,BLUE HERON GOLF & COUNTRY CLUB,B,01,DISINFECT/GASEOUS CHLORIN
4474444,BLUE HERON GOLF & COUNTRY CLUB,1,BLUE HERON GOLF & COUNTRY CLUB,E,20,T-O CTRL/AERATION
4474445,COLONIA GUADELUPE,1,COLONIA GUADELUPE,A,,NO TRTMT
4474446,S & K CAMP,1,S & K CAMP,A,,NO TRTMT
4474447,OLVERA'S MIGRANT LABOR CAMP,1,OLVERA'S MIGRANT LABOR CAMP,A,,NO TRTMT
4474448,OKEECHOBEE RV GETAWAY,1,OKEECHOBEE RV GETAWAY,B,05,DISINFECT/OZONATION
4474448,OKEECHOBEE RV GETAWAY,1,OKEECHOBEE RV GETAWAY,C,13,PART-RMVL/SLOW SAND FILTR
4474448,OKEECHOBEE RV GETAWAY,1,OKEECHOBEE RV GETAWAY,E,20,T-O CTRL/AERATION
4474449,KATIE'S KORNER,1,KATIE'S KORNER,B,02,DISINFECT/HYPOCHLORIN
4474449,KATIE'S KORNER,1,KATIE'S KORNER,E,20,T-O CTRL/AERATION
4474450,SNOW'S MOBILE HOME PARK,1,SNOW'S MOBILE HOME PARK,B,05,DISINFECT/OZONATION
4474450,SNOW'S MOBILE HOME PARK,1,SNOW'S MOBILE HOME PARK,C,15,PART-RMVL/PRESS SAND FILT
4474451,CAMPO DEL LUNA,1,EL CAMPO DEL LUNA,A,,NO TRTMT
4474452,REGISTER'S MOBILE HOME PARK,1,REGISTER'S MOBILE HOME PARK,B,02,DISINFECT/HYPOCHLORIN
4474453,BLUE CYPRESS GOLF & RV PARK,1,BLUE CYPRESS GOLF & RV PARK,B,02,DISINFECT/HYPOCHLORIN
4474453,BLUE CYPRESS GOLF & RV PARK,1,BLUE CYPRESS GOLF & RV PARK,E,20,T-O CTRL/AERATION
4474453,BLUE CYPRESS GOLF & RV PARK,1,BLUE CYPRESS GOLF & RV PARK,F,23,ORGN-RMVL/GAC ADDITION
4474453,BLUE CYPRESS GOLF & RV PARK,1,BLUE CYPRESS GOLF & RV PARK,R,25,RADS RMVL/ION EXCHANGE
4474454,THE LAUNDROMAT,1,BLITCH'S LAUNDRY,B,02,DISINFECT/HYPOCHLORIN
4474454,THE LAUNDROMAT,1,BLITCH'S LAUNDRY,D,19,CORR-CTRL/PH ADJUSTMENT
4474454,THE LAUNDROMAT,1,BLITCH'S LAUNDRY,H,25,SOFTENING/ION EXCHANGE
4474455,SHEP'S MOBILE HOME PARK,1,SHEP'S MOBILE HOME PARK,A,,NO TRTMT
4474456,WILLIAMSON DAIRY,1,WILLIAMSON DAIRY,A,,NO TRTMT
4474457,DAVIE DAIRY,1,DAVIE DAIRY,A,,NO TRTMT
4474458,DRY LAKE DAIRY,1,DRY LAKE DAIRY,A,,NO TRTMT
4474459,SLOANE-RAY DAIRY,1,SLOANE-RAY DAIRY,A,,NO TRTMT
4474460,SANDY L CAMP,1,SANDY L CAMP,B,02,DISINFECT/HYPOCHLORIN
4474461,MITCH APARTMENTS,1,PALM GROVE APARTMENTS,A,,NO TRTMT
4474462,MCARTHUR/LINE 1/NE,1,MCARTHUR FARMS - LINE 1/NE,B,02,DISINFECT/HYPOCHLORIN
4474463,H.W.RUCKS #2,1,H.W.RUCKS & SONS DAIRY,A,,NO TRTMT
4474465,NEW PALM/NEWCOMER DAIRY,1,NEW PALM/NEWCOMER DAIRY,A,,NO TRTMT
4474466,HAPPY HOUR TAVERN,1,HAPPY HOUR TAVERN,B,02,DISINFECT/HYPOCHLORIN
4474467,OAK PARK,1,OAK PARK MHP,B,02,DISINFECT/HYPOCHLORIN
4474467,OAK PARK,1,OAK PARK MHP,G,20,IRON RMVL/AERATION
4474468,LONE OAK MHP,1,LONE OAK MHP,A,,NO TRTMT
4474469,LOWE'S MOBILE HOME PARK WEST,1,LOWE'S MOBILE HOME PARK WEST,A,,NO TRTMT
4474470,TODD'S CAMP,1,TODD'S CAMP,A,,NO TRTMT
4474471,NIKKI'S CAMP,1,NIKKI'S CAMP,A,,NO TRTMT
4474472,RED TOP DAIRY,1,RED TOP DAIRY,B,02,DISINFECT/HYPOCHLORIN
4474473,MCARTHUR FARMS/LINE 3/NE,1,MCARTHUR FARMS - LINE 3/NE,A,,NO TRTMT
4474474,MCARTHUR/LINE 7/SW,1,MCARTHUR FARMS - LINE 7/SW,B,02,DISINFECT/HYPOCHLORIN
4474475,LOWE'S MOBILE HOME PARK EAST,1,LOWE'S MOBILE HOME PARK EAST,A,,NO TRTMT
4474476,CONERLY MOBILE HOME PARK,1,CONERLY MOBILE HOME PARK,A,,NO TRTMT
4474477,FLORIDA CONVENIENCE STORE #484,1,TOWN START #484,C,15,PART-RMVL/PRESS SAND FILT
4474477,FLORIDA CONVENIENCE STORE #484,1,TOWN START #484,H,25,SOFTENING/ION EXCHANGE
4474478,KINGDOM HALL JEHOVAH'S WITNESS,1,KINGDOM HALL/JEHOVAH'S WITNESS,B,02,DISINFECT/HYPOCHLORIN
4474479,MARATHON TRUCK STOP FKA COUNTRY HILLS,1,TIENDA REY MON WTP,B,02,DISINFECT/HYPOCHLORIN
4474480,OKEECHOBEE MISSIONARY BAPTIST,1,OKEECHOBEE MISSIONARY BAPTIST,A,,NO TRTMT
4474481,LITTLE PONDEROSA LABOR CAMP,1,LITTLE PONDEROSA LABOR CAMP,A,,NO TRTMT
4474482,ROSEWOOD SUBDIVISION,1,ROSEWOOD SUBDIVISION WTP,A,,NO TRTMT
4474483,SFWMD/OKEECHOBEE FIELD STATION,1,SO FLA WATER MANAGEMENT DIST,A,,NO TRTMT
4474484,BACKLASH RV FISHING CAMP,1,BACKLASH RV FISHING CAMP WTP,B,02,DISINFECT/HYPOCHLORIN
4474485,LARSON DAIRY #1 HOUSING,1,LARSON DAIRY #1 HOUSING,A,,NO TRTMT
4474486,LARSON DAIRY #3,1,LARSON DAIRY #3,A,,NO TRTMT
4474487,WILSON RUCKS DAIRY,1,WILSON RUCKS DAIRY HOUSING,A,,NO TRTMT
4474487,WILSON RUCKS DAIRY,2,REAL LIFE CHILDREN'S WTPS,B,02,DISINFECT/HYPOCHLORIN
4474487,WILSON RUCKS DAIRY,2,REAL LIFE CHILDREN'S WTPS,E,20,T-O CTRL/AERATION
4474487,WILSON RUCKS DAIRY,2,REAL LIFE CHILDREN'S WTPS,H,25,SOFTENING/ION EXCHANGE
4474487,WILSON RUCKS DAIRY,5,REAL LIFE CHILDREN'S WTPS,B,02,DISINFECT/HYPOCHLORIN
4474487,WILSON RUCKS DAIRY,5,REAL LIFE CHILDREN'S WTPS,E,20,T-O CTRL/AERATION
4474487,WILSON RUCKS DAIRY,5,REAL LIFE CHILDREN'S WTPS,H,25,SOFTENING/ION EXCHANGE
4474487,WILSON RUCKS DAIRY,6,RONS TESTING CASCADE PLANT 2,B,04,DISINFECT/CHLORAMINES
4474487,WILSON RUCKS DAIRY,6,RONS TESTING CASCADE PLANT 2,C,11,PART-RMVL/FLOCCULATION
4474488,SWEET PEAS,1,LONESOME DOVE RESTAURANT WTP,B,02,DISINFECT/HYPOCHLORIN
4474489,MCARTHUR FARMS/LINE 4,1,MCARTHUR FARMS/LINE 4,A,,NO TRTMT
4474490,POSEY'S DAIRY,1,POSEY'S DAIRY,A,,NO TRTMT
4474491,ABUNDANT BLESSINGS ASSEMBLY,1,ABUNDANT BLESSINGS ASSEMBLY,B,02,DISINFECT/HYPOCHLORIN
4474492,TRINITY ASSEMBLY OF GOD,1,TRINITY ASSEMBLY OF GOD WTP,B,02,DISINFECT/HYPOCHLORIN
4474493,REAL LIFE CHILDREN'S RANCH,1,REAL LIFE CHILDREN'S WTPS,B,02,DISINFECT/HYPOCHLORIN
4474493,REAL LIFE CHILDREN'S RANCH,1,REAL LIFE CHILDREN'S WTPS,E,20,T-O CTRL/AERATION
4474493,REAL LIFE CHILDREN'S RANCH,1,REAL LIFE CHILDREN'S WTPS,H,25,SOFTENING/ION EXCHANGE
4474493,REAL LIFE CHILDREN'S RANCH,2,RONS TESTING CASCADE PLANT 2,B,04,DISINFECT/CHLORAMINES
4474493,REAL LIFE CHILDREN'S RANCH,2,RONS TESTING CASCADE PLANT 2,C,11,PART-RMVL/FLOCCULATION
4474494,OKEECHOBEE GWTP,1,OKEECHOBEE GROUND WATER PLANT,B,04,DISINFECT/CHLORAMINES
4474494,OKEECHOBEE GWTP,1,OKEECHOBEE GROUND WATER PLANT,E,20,T-O CTRL/AERATION
4474495,NORTHSIDE BAPTIST CHURCH,1,NORTHSIDE BAPTIST CHURCH,H,25,SOFTENING/ION EXCHANGE
4474496,700A COUNTRY STORE & DINER,1,700A COUNTRY STORE & DINER,B,02,DISINFECT/HYPOCHLORIN
4474497,OKEECHOBEE CORRECTIONAL INST,1,OKEECHOBEE CORRECTIONAL INST,B,02,DISINFECT/HYPOCHLORIN
4474497,OKEECHOBEE CORRECTIONAL INST,1,OKEECHOBEE CORRECTIONAL INST,E,20,T-O CTRL/AERATION
4474498,FRATERNAL ORDER OF EAGLES,1,FRATERNAL ORDER OF EAGLES,B,02,DISINFECT/HYPOCHLORIN
4474499,CURREN ELECTRIC,1,CURREN ELECTRIC,B,02,DISINFECT/HYPOCHLORIN
4474500,PLAYLAND PARK,1,PLAYLAND PARK,B,02,DISINFECT/HYPOCHLORIN
4474501,VISION QUEST,1,VISION QUEST,B,02,DISINFECT/HYPOCHLORIN
4474502,FASTLINE DRIVE THRU (F/K/A JAMS DRIVE),1,JAMS DRIVE THRU FKA CUDA,B,02,DISINFECT/HYPOCHLORIN
4474503,SOUTHEAST MILK INC,1,FLORIDA DAIRY FARMER'S ASSOC.,B,02,DISINFECT/HYPOCHLORIN
4474503,SOUTHEAST MILK INC,1,FLORIDA DAIRY FARMER'S ASSOC.,B,20,DISINFECT/AERATION
4474504,KISSIMMEE PRAIRIE PRESERVE STATE PARK,1,KISSIMMEE PRAIRIE STATE PARK,B,02,DISINFECT/HYPOCHLORIN
4474504,KISSIMMEE PRAIRIE PRESERVE STATE PARK,1,KISSIMMEE PRAIRIE STATE PARK,H,25,SOFTENING/ION EXCHANGE
4474506,BARRACUDA 2,1,CUDA THRU WTP,H,02,SOFTENING/HYPOCHLORIN
4474508,FLORIDA MULTICULTURAL DISTRICT RETREAT,1,FLORIDA MULTICULTURAL DIST WTP,B,02,DISINFECT/HYPOCHLORIN
4474508,FLORIDA MULTICULTURAL DISTRICT RETREAT,1,FLORIDA MULTICULTURAL DIST WTP,E,23,T-O CTRL/GAC ADDITION
4474508,FLORIDA MULTICULTURAL DISTRICT RETREAT,1,FLORIDA MULTICULTURAL DIST WTP,H,25,SOFTENING/ION EXCHANGE
4474509,OK CORRAL,1,OK CORRAL WTP,B,02,DISINFECT/HYPOCHLORIN
4474509,OK CORRAL,1,OK CORRAL WTP,E,23,T-O CTRL/GAC ADDITION
4474509,OK CORRAL,1,OK CORRAL WTP,H,25,SOFTENING/ION EXCHANGE
4474510,PINE CREEK SPORTING CLUB,1,PINE CREEK WTP,B,05,DISINFECT/OZONATION
4474510,PINE CREEK SPORTING CLUB,1,PINE CREEK WTP,E,23,T-O CTRL/GAC ADDITION
4474510,PINE CREEK SPORTING CLUB,1,PINE CREEK WTP,E,26,T-O CTRL/REVERSE OSMOSIS
4474511,QUAIL CREEK SPORTING RANCH CLAYS SHOOT,1,QUAIL CREEK PLANTATION WTP,B,02,DISINFECT/HYPOCHLORIN
4474511,QUAIL CREEK SPORTING RANCH CLAYS SHOOT,1,QUAIL CREEK PLANTATION WTP,C,15,PART-RMVL/PRESS SAND FILT
4474511,QUAIL CREEK SPORTING RANCH CLAYS SHOOT,1,QUAIL CREEK PLANTATION WTP,C,29,PART-RMVL/CARTRIDGE FILTR
4474511,QUAIL CREEK SPORTING RANCH CLAYS SHOOT,1,QUAIL CREEK PLANTATION WTP,H,25,SOFTENING/ION EXCHANGE
4474512,QUAIL CREEK SPORTING RANCH LODGE,1,QUAIL CREEK LODGE WTP,B,02,DISINFECT/HYPOCHLORIN
4474512,QUAIL CREEK SPORTING RANCH LODGE,1,QUAIL CREEK LODGE WTP,C,23,PART-RMVL/GAC ADDITION
4474512,QUAIL CREEK SPORTING RANCH LODGE,1,QUAIL CREEK LODGE WTP,H,25,SOFTENING/ION EXCHANGE
4474513,DOLLAR GENERAL AT OKEECHOBEE,1,DOLLAR GENERAL AT OKEECHOBEE,B,02,DISINFECT/HYPOCHLORIN
4474515,FPL OKEECHOBEE CLEAN ENERGY CENTER,1,FPL OCEC,B,02,DISINFECT/HYPOCHLORIN
4474517,MILKING R DAIRY ICE CREAM SHOP,1,MILKING R DAIRY,B,02,DISINFECT/HYPOCHLORIN
4500006,A.G. HOLLEY STATE HOSPITAL,1,A.G. HOLLEY STATE HOSPITAL,B,01,DISINFECT/GASEOUS CHLORIN
4500006,A.G. HOLLEY STATE HOSPITAL,1,A.G. HOLLEY STATE HOSPITAL,B,04,DISINFECT/CHLORAMINES
4500006,A.G. HOLLEY STATE HOSPITAL,1,A.G. HOLLEY STATE HOSPITAL,C,14,PART-RMVL/RAPID SAND FIL
4500006,A.G. HOLLEY STATE HOSPITAL,1,A.G. HOLLEY STATE HOSPITAL,E,20,T-O CTRL/AERATION
4500006,A.G. HOLLEY STATE HOSPITAL,1,A.G. HOLLEY STATE HOSPITAL,G,31,IRON RMVL/PERMANGANATE
4500014,WELLINGTON WTP,1,WELLINGTON LIME AND RO PLANT,B,02,DISINFECT/HYPOCHLORIN
4500014,WELLINGTON WTP,1,WELLINGTON LIME AND RO PLANT,B,04,DISINFECT/CHLORAMINES
4500014,WELLINGTON WTP,1,WELLINGTON LIME AND RO PLANT,C,10,PART-RMVL/COAGULATION
4500014,WELLINGTON WTP,1,WELLINGTON LIME AND RO PLANT,C,11,PART-RMVL/FLOCCULATION
4500014,WELLINGTON WTP,1,WELLINGTON LIME AND RO PLANT,C,12,PART-RMVL/SEDIMENTATION
4500014,WELLINGTON WTP,1,WELLINGTON LIME AND RO PLANT,C,14,PART-RMVL/RAPID SAND FIL
4500014,WELLINGTON WTP,1,WELLINGTON LIME AND RO PLANT,C,29,PART-RMVL/CARTRIDGE FILTR
4500014,WELLINGTON WTP,1,WELLINGTON LIME AND RO PLANT,C,38,PART-RMVL/NANOFILTRATION
