X,Y,GIS_PLANT_ID,PWS_OC1_OFFICE_ID,PWS_ID,PWS_STATUS,PWS_NAME,PWS_CITY,PWS_TYPE_CODE,PWS_TYPE,PWS_POP_SERVED,PWS_SUBPART_H,PWS_LAST_SAN_SURVEY,PWS_LAST_01_INSP,PWS_INSPECTOR_INITS,PWS_PRIMARY_SERVICE_AREA,PWS_OPERATOR,PLANT_ID,PLANT_NAME,PLANT_STATUS,PLANT_FOUR_LOG_REMOVAL,PLANT_LAT_DD,PLANT_LAT_MM,PLANT_LONG_DD,PLANT_LONG_MM,PLANT_COORDINATE_METHOD,PLANT_DATUM,PLANT_COORDINATE_DATE,PLANT_DESIGN_CAPACITY,PLANT_HEIGHT_ABOVE_ELLIPSOID,OBJECTID
654148.521405612,392948.693681553,10919,SD,6280181,ACTIVE,MARANATHA VILLAGE,SEBRING,C,COMMUNITY,400,N,2022/04/12 00:00:00+00,2013/10/22 00:00:00+00,RWK,SUBDIVISION,CHRIS GILBERT,1,MARANATHA VILLAGE,ACTIVE,N,27,31,81,25,DPHO,83,2006/05/03 00:00:00+00,190000,,10919
662820.33777107,363914.269047083,10924,SD,6280222,ACTIVE,LAKE PLACID CAMPGROUND,LAKE PLACID,N,NONCOMMUNITY,300,N,2020/08/21 00:00:00+00,2014/11/12 00:00:00+00,GER,CAMP GROUND,PUGH UTILITIES,1,LAKE PLACID CAMPGROUND,ACTIVE,N,27,15,81,20,DPHO,83,2005/06/29 00:00:00+00,4000,,10924
656792.206944331,365375.156671466,10925,SD,6280223,ACTIVE,"PLACID LAKES UTILITIES, INC",LAKE PLACID,C,COMMUNITY,4860,N,2024/03/28 00:00:00+00,2014/06/10 00:00:00+00,RWK,SUBDIVISION,NATHAN BREWER,1,PLACID LAKES UTILITY INC,ACTIVE,N,27,16,81,24,DPHO,83,2006/04/20 00:00:00+00,1104000,,10925
651989.821992406,390721.51401137,10932,SD,6280250,ACTIVE,SEBRING WATER & SEWER SYSTEM,SEBRING,C,COMMUNITY,44900,N,2023/07/13 00:00:00+00,2014/05/22 00:00:00+00,RWK,MUNICIPAL/CITY,JAY ANGELL,1,PARK ST-PLANT # 1,ACTIVE,N,27,29,81,26,DPHO,83,2005/06/30 00:00:00+00,4714600,,10932
648567.990426224,390543.014641041,10933,SD,6280250,ACTIVE,SEBRING WATER & SEWER SYSTEM,SEBRING,C,COMMUNITY,44900,N,2023/07/13 00:00:00+00,2014/05/22 00:00:00+00,RWK,MUNICIPAL/CITY,JAY ANGELL,2,WEST LAKE JACKSON-PLANT # 2,ACTIVE,N,27,29,81,28,DPHO,83,2005/06/30 00:00:00+00,2900000,,10933
653049.964933355,389720.757895444,10934,SD,6280250,ACTIVE,SEBRING WATER & SEWER SYSTEM,SEBRING,C,COMMUNITY,44900,N,2023/07/13 00:00:00+00,2014/05/22 00:00:00+00,RWK,MUNICIPAL/CITY,JAY ANGELL,3,FIREMEN'S FIELD-PLANT # 3,ACTIVE,N,27,29,81,26,DPHO,83,2005/06/30 00:00:00+00,2500000,,10934
649484.133117148,387838.998203704,10935,SD,6280250,ACTIVE,SEBRING WATER & SEWER SYSTEM,SEBRING,C,COMMUNITY,44900,N,2023/07/13 00:00:00+00,2014/05/22 00:00:00+00,RWK,MUNICIPAL/CITY,JAY ANGELL,4,LAKEVIEW DRIVE PLANT #4,ACTIVE,N,27,28,81,28,DPHO,83,2005/06/30 00:00:00+00,2000000,,10935
663846.086390311,361918.079229446,10937,SD,6280273,ACTIVE,SUNSHINE WATER SERVICES,LAKE PLACID,C,COMMUNITY,476,N,2023/01/25 00:00:00+00,2014/03/18 00:00:00+00,RJS,RECREATION AREA,OTTO KRUCKER,1,SUN-N-LAKES OF LAKE PLACID WAT,ACTIVE,N,27,14,81,19,DPHO,83,2006/05/03 00:00:00+00,288000,,10937
644412.62760015,394806.667067472,10938,SD,6280274,ACTIVE,SUN N LAKES OF SEBRING WATER,SEBRING,C,COMMUNITY,7710,N,2023/08/08 00:00:00+00,2013/04/30 00:00:00+00,GER,SUBDIVISION,BRANDON GEORGE,1,SUN N LAKES OF SEBRING,ACTIVE,N,27,32,81,31,DPHO,83,2006/05/02 00:00:00+00,1500000,,10938
660648.454382381,368661.539320957,10939,SD,6280286,ACTIVE,"LAKE PLACID, TOWN OF",LAKE PLACID,C,COMMUNITY,2732,N,2023/05/12 00:00:00+00,2014/06/10 00:00:00+00,GER,MUNICIPAL/CITY,BOBBY KLEMM,1,"LAKE PLACID, MAGNOLIA",ACTIVE,Y,27,17,81,21,DPHO,83,2005/07/25 00:00:00+00,1712000,,10939
660291.892886925,367396.032593003,10940,SD,6280286,ACTIVE,"LAKE PLACID, TOWN OF",LAKE PLACID,C,COMMUNITY,2732,N,2023/05/12 00:00:00+00,2014/06/10 00:00:00+00,GER,MUNICIPAL/CITY,BOBBY KLEMM,2,LAKE PLACID SIRENA,ACTIVE,Y,27,17,81,21,DPHO,83,2005/07/25 00:00:00+00,1200000,,10940
653930.590672977,387935.154033521,10941,SD,6280290,ACTIVE,BRASWELL'S HERITAGE ESTATES,SEBRING,P,NONTRANSIENT NONCOMMUNITY,150,N,2022/04/18 00:00:00+00,2013/04/18 00:00:00+00,GER,MOBILE HOME PARK,WENDELL FAIRCLOTH,1,BRASWELL HERITAGE ESTATES PLNT,ACTIVE,N,27,28,81,25,DPHO,83,2005/06/29 00:00:00+00,25000,,10941
667057.081298315,384921.232547363,10942,SD,6280292,ACTIVE,THE GATOR SHACK,SEBRING,N,NONCOMMUNITY,400,N,2020/08/12 00:00:00+00,2014/04/23 00:00:00+00,MAC,MOBILE HOME PARK,OTTO KRUCKER,1,ANNIE'S CLUB 98 & TRAILER PARK,ACTIVE,N,27,26,81,17,DPHO,83,2005/06/29 00:00:00+00,10000,,10942
661463.4983633,371903.845964344,10943,SD,6280296,ACTIVE,TROPICAL HARBOR ESTATES,LAKE PLACID,C,COMMUNITY,844,N,2022/04/14 00:00:00+00,2014/06/11 00:00:00+00,RWK,MOBILE HOME PARK,OTTO KRUCKER,1,TROPICAL HARBOR EST NORTH WTP,ACTIVE,N,27,19,81,21,DPHO,83,2006/05/09 00:00:00+00,88000,,10943
661442.477561299,371257.063379167,10944,SD,6280296,ACTIVE,TROPICAL HARBOR ESTATES,LAKE PLACID,C,COMMUNITY,844,N,2022/04/14 00:00:00+00,2014/06/11 00:00:00+00,RWK,MOBILE HOME PARK,OTTO KRUCKER,2,TROPICAL HARBOR EST SOUTH WTP,ACTIVE,N,27,19,81,21,DPHO,83,2006/05/09 00:00:00+00,263000,,10944
663010.442740199,364894.4215324,10945,SD,6280304,ACTIVE,LP WATER WORKS INC. (THE WOODLANDS),LAKE PLACID,C,COMMUNITY,800,N,2023/01/27 00:00:00+00,2014/05/16 00:00:00+00,RJS,RV PARK,VINCENT CAUTERO,1,WOODLANDS LAKE PLACID PLANT 1,ACTIVE,N,27,15,81,20,DPHO,83,2006/05/08 00:00:00+00,100000,,10945
662324.289461606,364926.885545811,10946,SD,6280304,ACTIVE,LP WATER WORKS INC. (THE WOODLANDS),LAKE PLACID,C,COMMUNITY,800,N,2023/01/27 00:00:00+00,2014/05/16 00:00:00+00,RJS,RV PARK,VINCENT CAUTERO,2,WOODLANDS LAKE PLACID PLANT 2,ACTIVE,N,27,15,81,20,DPHO,83,2006/05/08 00:00:00+00,100000,,10946
663118.318793021,365380.553548165,10954,SD,6284031,ACTIVE,LAKE GRASSY HOMESITES,LAKE PLACID,N,NONCOMMUNITY,70,N,2024/04/25 00:00:00+00,2014/05/16 00:00:00+00,RJS,MOBILE HOME PARK,WENDELL FAIRCLOTH,1,LAKE GRASSY WTP,ACTIVE,N,27,16,81,20,DPHO,83,2005/06/29 00:00:00+00,20000,,10954
663999.205598419,358799.958747078,10967,SD,6284066,ACTIVE,CIRCLE K #7451,LAKE PLACID,N,NONCOMMUNITY,200,N,2020/09/01 00:00:00+00,2014/05/02 00:00:00+00,MAC,CONVENIENCE STORE,DAVID FAIRCLOTH,1,CIRCLE K #451 LAKE PLACID WTP,ACTIVE,N,27,12,81,19,DPHO,83,2005/06/29 00:00:00+00,10000,,10967
651735.71233667,393489.297555918,10968,SD,6284072,ACTIVE,DEE'S DINNER LAKE APARTMENTS,SEBRING,N,NONCOMMUNITY,50,N,2022/03/08 00:00:00+00,2012/02/13 00:00:00+00,MAC,APARTMENT,BENJAMIN CARLTON,1,DEE'S DINNER LAKE APARTMENTS,ACTIVE,N,27,31,81,26,DPHO,83,2005/06/29 00:00:00+00,5000,,10968
659297.880354395,371545.794612309,10969,SD,6284074,ACTIVE,TOMOKA HEIGHTS,LAKE PLACID,C,COMMUNITY,2686,N,2022/05/24 00:00:00+00,2014/06/10 00:00:00+00,GER,SUBDIVISION,BOBBY KLEMM,1,TOMOKA HEIGHTS,ACTIVE,N,27,19,81,22,DPHO,83,2005/06/30 00:00:00+00,1785000,,10969
654555.504766452,380802.656323435,10970,SD,6284075,ACTIVE,BUTTONWOOD BAY MHP,SEBRING,C,COMMUNITY,2000,N,2022/05/12 00:00:00+00,2014/11/04 00:00:00+00,RWK,MOBILE HOME PARK,CJ BERISH,1,BUTTONWOOD BAY MHP - WTP,ACTIVE,N,27,24,81,25,DPHO,83,2005/09/14 00:00:00+00,542000,,10970
648100.701423971,403290.12339587,10972,SD,6284077,ACTIVE,ORANGE BLOSSOM FELLOWSHIP,AVON PARK,C,COMMUNITY,150,N,2022/05/17 00:00:00+00,2012/05/18 00:00:00+00,RWK,MOBILE HOME PARK,DANNY HOLMES,1,ORANGE BLOSSOM FELLOWSHIP WTP,ACTIVE,N,27,36,81,28,DPHO,83,2005/07/06 00:00:00+00,96000,,10972
651083.569805185,395623.177492294,10975,SD,6284082,ACTIVE,BONNET LAKE CAMPGROUND,AVON PARK,P,NONTRANSIENT NONCOMMUNITY,280,N,2023/08/08 00:00:00+00,2013/10/22 00:00:00+00,MAC,RV PARK,DAVID HANNA,1,BONNET LAKE CAMPGROUND WTP,ACTIVE,N,27,32,81,27,DPHO,83,2005/06/08 00:00:00+00,49900,,10975
663356.344522357,366939.545752248,10980,SD,6284089,ACTIVE,MEADOWLAKE SUBDIVISION,LAKE PLACID,C,COMMUNITY,146,N,2022/05/12 00:00:00+00,2014/05/02 00:00:00+00,RWK,SUBDIVISION,WENDELL FAIRCLOTH,1,MEADOWLAKE S/D,ACTIVE,N,27,16,81,20,DPHO,83,2006/05/03 00:00:00+00,25000,,10980
659676.606038935,364938.990375308,10982,SD,6284094,ACTIVE,LAKE PLACID CONFERENCE CENTER,LAKE PLACID,N,NONCOMMUNITY,142,N,2022/01/06 00:00:00+00,2012/07/23 00:00:00+00,MAC,LODGE,JAMES PUGH,1,PLACID WINDS LODGE WELL,ACTIVE,N,27,15,81,22,DPHO,83,2005/06/29 00:00:00+00,36000,,10982
655356.272931841,371024.268282443,10983,SD,6284095,ACTIVE,QUAIL COVE SUBDIVISION,LAKE PLACID,N,NONCOMMUNITY,25,N,2020/09/01 00:00:00+00,2014/05/16 00:00:00+00,GER,SUBDIVISION,WENDELL FAIRCLOTH,1,QUAIL COVE S/D,ACTIVE,N,27,19,81,24,DPHO,83,2005/06/08 00:00:00+00,25000,,10983
663809.406939609,362240.957157694,10985,SD,6284097,ACTIVE,DEEANN LAKEFRONT ESTATES,LAKE PLACID,C,COMMUNITY,130,N,2023/07/13 00:00:00+00,2013/04/04 00:00:00+00,GER,SUBDIVISION,WENDELL FAIRCLOTH,1,DEEANN ESTATES WTP,ACTIVE,N,27,14,81,19,DPHO,83,2006/05/04 00:00:00+00,11000,,10985
664043.462634734,358659.003313661,10999,SD,6284112,ACTIVE,27 TRUCK STOP,LAKE PLACID,N,NONCOMMUNITY,25,N,2020/09/01 00:00:00+00,2014/03/18 00:00:00+00,MAC,CONVENIENCE STORE,WENDELL FAIRCLOTH,1,27 TRUCK STOP,ACTIVE,N,27,12,81,19,DPHO,83,2005/06/29 00:00:00+00,5000,,10999
653695.82933482,373359.952575823,11001,SD,6284114,ACTIVE,"COUNTRY WALK UTILITIES, INC.",LAKE PLACID,C,COMMUNITY,167,N,2022/04/14 00:00:00+00,2018/09/12 00:00:00+00,GER,SUBDIVISION,"CHRISOPHER ""CJ"" BERISH",1,COUNTRY WALK WTP,ACTIVE,N,27,20,81,25,DPHO,83,2005/09/07 00:00:00+00,100600,,11001
565552.633735279,443872.527908167,11005,SWHI,6290017,ACTIVE,THE WOODLANDS ON CLAY,TAMPA,C,COMMUNITY,75,N,2024/04/10 00:00:00+00,2023/05/24 00:00:00+00,1,MOBILE HOME PARK,GLF WATER  INC,1,THE WOODLANDS ON CLAY PLANT,ACTIVE,N,27,59,82,18,DPHO,83,2006/01/05 00:00:00+00,20000,,11005
567306.812139901,451374.186836099,11009,SWHI,6290047,ACTIVE,PARKVIEW MHP,THONOTOSASSA,C,COMMUNITY,60,N,2023/07/18 00:00:00+00,2024/09/03 00:00:00+00,2,MOBILE HOME PARK,AQUA ENVIRONMENTAL INC,1,PARKVIEW MHP,ACTIVE,N,28,3,82,17,DPHO,83,2005/06/13 00:00:00+00,19000,,11009
562753.119093285,450259.694637628,11011,SWHI,6290072,ACTIVE,ESCAPE TAMPA THE OAKS,THONOTOSASSA,C,COMMUNITY,30,N,2023/04/03 00:00:00+00,2024/02/28 00:00:00+00,2,MOBILE HOME PARK,DARREL ADAMS ENVIRONMENTAL SERVICES,1,ESCAPE TAMPA THE OAKS,ACTIVE,N,28,2,82,20,DPHO,83,2005/12/13 00:00:00+00,19000,,11011
572415.502144178,454482.883360751,11012,SWHI,6290075,ACTIVE,HCPRD/ANTIOCH COUNTY PARK,PLANT CITY,N,NONCOMMUNITY,300,N,2022/10/25 00:00:00+00,2020/03/05 00:00:00+00,2,RECREATION AREA,COUNTY OPERATIONS - CENTRAL,1,ANTIOCH COUNTY PARK PLANT,ACTIVE,N,28,5,82,14,DPHO,83,2005/02/21 00:00:00+00,50000,,11012
584155.335597713,437457.81970158,11017,SWHI,6290100,ACTIVE,HOPEWELL BAPTIST CHURCH,PLANT CITY,N,NONCOMMUNITY,175,N,2024/04/25 00:00:00+00,2023/09/28 00:00:00+00,3,CHURCH,WATER SYSTEM SERVICES INC,1,HOPEWELL BAPTIST CHURCH,ACTIVE,N,27,55,82,7,DPHO,83,2001/08/09 00:00:00+00,1000,32.041,11017
586949.130837071,447563.922720866,11019,SWHI,6290101,ACTIVE,CHARLIES XPRESS MART,PLANT CITY,N,NONCOMMUNITY,100,N,2024/02/29 00:00:00+00,2023/03/13 00:00:00+00,1,RESTAURANT,WATER SYSTEM SERVICES INC,1,CHARLIES EXPRESS MART,ACTIVE,N,28,1,82,5,DPHO,83,2005/08/18 00:00:00+00,2250,,11019
575499.359822942,438206.775609642,11022,SWHI,6290112,ACTIVE,VALRICO HILLS TRAILER PARK,DOVER,C,COMMUNITY,162,N,2024/03/19 00:00:00+00,2023/01/23 00:00:00+00,3,MOBILE HOME PARK,DARREL ADAMS ENVIRONMENTAL SERVICES,1,VALRICO HILLS TRAILER PARK,ACTIVE,N,27,56,82,12,DPHO,83,2001/08/09 00:00:00+00,36000,28.358,11022
552974.938913739,459363.825974327,11023,SWHI,6290116,ACTIVE,WINDEMERE UTILITY,LUTZ,C,COMMUNITY,3080,N,2023/06/26 00:00:00+00,2024/04/12 00:00:00+00,5,SUBDIVISION,COUNTY OPERATIONS - CENTRAL,1,WINDEMERE PLANT 1-NORTH,ACTIVE,N,28,7,82,26,DPHO,83,2001/05/03 00:00:00+00,340000,,11023
552694.948197409,458967.404875878,11024,SWHI,6290116,ACTIVE,WINDEMERE UTILITY,LUTZ,C,COMMUNITY,3080,N,2023/06/26 00:00:00+00,2024/04/12 00:00:00+00,5,SUBDIVISION,COUNTY OPERATIONS - CENTRAL,2,WINDEMERE PLANT 2-SOUTH,ACTIVE,N,28,7,82,26,DPHO,83,2001/05/03 00:00:00+00,340000,,11024
588986.681307773,439273.809747139,11025,SWHI,6290127,ACTIVE,HCPRD/BEALSVILLE COUNTY PARK,PLANT CITY,N,NONCOMMUNITY,50,N,2022/06/24 00:00:00+00,2024/04/25 00:00:00+00,3,SCHOOLS,COUNTY OPERATIONS - CENTRAL,1,HCPRD/BEALSVILLE COUNTY PARK,ACTIVE,N,27,56,82,4,DPHO,83,2006/11/15 00:00:00+00,10000,,11025
566103.659830537,451242.512759978,11029,SWHI,6290157,ACTIVE,THE OAKS OF THONOTOSASSA MHP,THONOTOSASSA,C,COMMUNITY,330,N,2022/11/09 00:00:00+00,2024/07/30 00:00:00+00,5,MOBILE HOME PARK,NOVAK ENVIRONMENTAL SERVICES,1,OAKS OF THONOTOSASSA,ACTIVE,N,28,3,82,18,DPHO,83,2005/04/14 00:00:00+00,192000,,11029
563449.856660495,444347.865205232,11030,SWHI,6290160,ACTIVE,CLUB 92,TAMPA,N,NONCOMMUNITY,75,N,2022/08/16 00:00:00+00,2024/07/11 00:00:00+00,2,BAR OR LOUNGE,DARREL ADAMS ENVIRONMENTAL SERVICES,1,CLUB 92,ACTIVE,N,27,59,82,20,DPHO,83,2001/07/27 00:00:00+00,3030,17.742,11030
570801.198373305,437562.761402048,11034,SWHI,6290186,ACTIVE,MOUNT CARMEL RIDGE,BRANDON,C,COMMUNITY,219,N,2023/04/03 00:00:00+00,2022/10/14 00:00:00+00,3,MOBILE HOME PARK,CENTRAL WATER & ELECTRIC UTILITY SERVICES,1,MOUNT CARMEL RIDGE,ACTIVE,N,27,55,82,15,DPHO,83,2006/05/12 00:00:00+00,110000,,11034
587816.910081712,440699.930676535,11035,SWHI,6290189,ACTIVE,BRIARWOOD MOBILE HOME COMMUNITY,PLANT CITY,C,COMMUNITY,275,N,2021/10/13 00:00:00+00,2023/10/13 00:00:00+00,3,MOBILE HOME PARK,SOUTHERN UTILITY SERVICES INC,1,BRIARWOOD MOBILE HOME PARK,ACTIVE,N,27,57,82,5,DPHO,83,2006/07/11 00:00:00+00,49000,,11035
547906.868037906,444387.645701064,11036,SWHI,6290190,ACTIVE,MCN MOBILE HOME PARK,TAMPA,C,COMMUNITY,95,N,2024/06/21 00:00:00+00,2023/06/08 00:00:00+00,2,MOBILE HOME PARK,DARREL ADAMS ENVIRONMENTAL SERVICES,1,MCN MOBILE HOME PARK,ACTIVE,N,27,59,82,29,DPHO,83,2006/08/04 00:00:00+00,15000,,11036
567563.939745839,450808.175112423,11041,SWHI,6290227,ACTIVE,CAMELOT MHP,THONOTOSASSA,C,COMMUNITY,240,N,2024/02/29 00:00:00+00,2023/06/20 00:00:00+00,5,MOBILE HOME PARK,AQUA ENVIRONMENTAL INC,1,CAMELOT MHP,ACTIVE,N,28,3,82,17,DPHO,83,2005/02/16 00:00:00+00,100000,-5.218,11041
557482.62267184,407986.525885276,11042,SWHI,6290229,ACTIVE,CELM/CAMP BAYOU,RUSKIN,N,NONCOMMUNITY,150,N,2023/09/13 00:00:00+00,2024/09/18 00:00:00+00,4,RECREATION AREA,COUNTY OPERATIONS - CENTRAL,1,HCPRD/CAMP BAYOU,ACTIVE,N,27,40,82,24,DPHO,83,2001/06/13 00:00:00+00,9999,7.25,11042
552774.567497736,454222.11009362,11043,SWHI,6290251,ACTIVE,PALMS OF LUTZ,LUTZ,C,COMMUNITY,45,N,2024/05/13 00:00:00+00,2023/06/28 00:00:00+00,2,MOBILE HOME PARK,BAY POINTE UTILITIES,1,PALMS OF LUTZ,ACTIVE,N,28,5,82,26,DPHO,83,2005/12/16 00:00:00+00,28000,,11043
563199.356717663,444514.603203144,11044,SWHI,6290256,ACTIVE,CAROUSEL VILLAGE MHP,TAMPA,C,COMMUNITY,82,N,2024/07/11 00:00:00+00,2023/06/12 00:00:00+00,2,MOBILE HOME PARK,AQUA ENVIRONMENTAL INC,1,CAROUSEL VILLAGE MHP PLANT # 1,ACTIVE,N,27,59,82,20,DPHO,83,2006/01/05 00:00:00+00,30000,,11044
566357.84057448,446887.735328678,11051,SWHI,6290266,ACTIVE,"CAST-CRETE USA, INC",SEFFNER,P,NONTRANSIENT NONCOMMUNITY,150,N,2022/08/01 00:00:00+00,2024/06/28 00:00:00+00,1,INDUSTRIAL/AGRICULTURAL,DARREL ADAMS ENVIRONMENTAL SERVICES,1,CAST CRETE CORP PLANT # 1,ACTIVE,N,28,1,82,18,DPHO,83,2006/09/26 00:00:00+00,100000,,11051
551803.428196803,453785.168589354,11053,SWHI,6290276,ACTIVE,CHALET VILLAGE MHP,TAMPA,C,COMMUNITY,130,N,2021/09/23 00:00:00+00,2023/06/28 00:00:00+00,5,MOBILE HOME PARK,"CONSTA FLOW, INC.",1,CHALET VILLAGE MHP PLANT,ACTIVE,N,28,4,82,27,DPHO,83,2006/09/26 00:00:00+00,35700,,11053
567512.39696813,451357.632497596,11055,SWHI,6290279,ACTIVE,CHARLIES MHP,THONOTOSASSA,C,COMMUNITY,218,N,2024/03/06 00:00:00+00,2023/02/01 00:00:00+00,5,MOBILE HOME PARK,QUALITY WATER SERVICES,1,CHARLIES MHP PLANT EAST,ACTIVE,N,28,3,82,17,DPHO,83,2005/02/16 00:00:00+00,16100,,11055
551442.509422129,411547.041714504,11057,SWHI,6290298,ACTIVE,CHULAVISTA LANDINGS,RUSKIN,C,COMMUNITY,380,N,2023/07/19 00:00:00+00,2024/07/25 00:00:00+00,4,MOBILE HOME PARK,DUANE O'NEAL,1,CHULA VISTA LANDINGS,ACTIVE,N,27,42,82,27,DPHO,83,2001/08/08 00:00:00+00,96000,,11057
564194.706107071,453942.404309234,11059,SWHI,6290309,ACTIVE,CITRUS KNOLL MHP,THONOTOSASSA,C,COMMUNITY,52,N,2023/09/06 00:00:00+00,2024/01/11 00:00:00+00,2,MOBILE HOME PARK,AQUA ENVIRONMENTAL INC,1,CITRUS KNOLL MHP,ACTIVE,N,28,4,82,19,DPHO,83,2006/02/02 00:00:00+00,15000,,11059
580431.762750391,444395.246363807,11063,SWHI,6290323,ACTIVE,CITY OF PLANT CITY UTILITY,PLANT CITY,C,COMMUNITY,42536,N,2021/10/14 00:00:00+00,2017/10/04 00:00:00+00,4,MUNICIPAL/CITY,PATRICK MURPHY,2,PLANT 1  WELL #5 TANK 3,ACTIVE,Y,27,59,82,9,DPHO,83,2001/08/06 00:00:00+00,2150000,53.278,11063
586702.955288842,448144.405566648,11064,SWHI,6290323,ACTIVE,CITY OF PLANT CITY UTILITY,PLANT CITY,C,COMMUNITY,42536,N,2021/10/14 00:00:00+00,2017/10/04 00:00:00+00,4,MUNICIPAL/CITY,PATRICK MURPHY,3,"PLANT 2,  WELL #6, TANK 4",ACTIVE,Y,28,1,82,5,DPHO,83,2001/08/06 00:00:00+00,3600000,51.045,11064
581142.541233288,445495.938680762,11065,SWHI,6290323,ACTIVE,CITY OF PLANT CITY UTILITY,PLANT CITY,C,COMMUNITY,42536,N,2021/10/14 00:00:00+00,2017/10/04 00:00:00+00,4,MUNICIPAL/CITY,PATRICK MURPHY,4,PLANT 3  WELL #7 TANK 6,ACTIVE,Y,28,0,82,9,DPHO,83,2001/08/06 00:00:00+00,3600000,26.51,11065
583374.372512998,443929.11773555,11066,SWHI,6290323,ACTIVE,CITY OF PLANT CITY UTILITY,PLANT CITY,C,COMMUNITY,42536,N,2021/10/14 00:00:00+00,2017/10/04 00:00:00+00,4,MUNICIPAL/CITY,PATRICK MURPHY,5,"PLANT 4  WELL #8, TANK 5",ACTIVE,Y,27,59,82,7,DPHO,83,2001/08/06 00:00:00+00,4900000,58.778,11066
590768.128690396,447608.536486389,11067,SWHI,6290323,ACTIVE,CITY OF PLANT CITY UTILITY,PLANT CITY,C,COMMUNITY,42536,N,2021/10/14 00:00:00+00,2017/10/04 00:00:00+00,4,MUNICIPAL/CITY,PATRICK MURPHY,6,LAKELAND INTERCONNECT,ACTIVE,Y,28,1,82,3,DPHO,83,2006/01/04 00:00:00+00,1500000,,11067
554586.6935023,446549.116595184,11068,SWHI,6290327,ACTIVE,CITY OF TAMPA WATER DEPARTMENT,TAMPA,C,COMMUNITY,717000,Y,2021/12/10 00:00:00+00,2023/02/16 00:00:00+00,TJL,MUNICIPAL/CITY,PAUL NOESKE,1,DAVID L TIPPIN WATER PLANT,ACTIVE,Y,28,0,82,25,DPHO,83,2005/05/25 00:00:00+00,120000000,,11068
559724.019393453,458068.510825181,11069,SWHI,6290327,ACTIVE,CITY OF TAMPA WATER DEPARTMENT,TAMPA,C,COMMUNITY,717000,Y,2021/12/10 00:00:00+00,2023/02/16 00:00:00+00,TJL,MUNICIPAL/CITY,PAUL NOESKE,2,MORRIS BRIDGE REPUMP STATION,ACTIVE,Y,28,7,82,22,DPHO,83,2005/05/25 00:00:00+00,40000000,,11069
578882.403189666,450733.998618362,11073,SWHI,6290369,ACTIVE,HCS/CORK ELEMENTARY SCHOOL,PLANT CITY,P,NONTRANSIENT NONCOMMUNITY,825,N,2022/07/15 00:00:00+00,2024/05/13 00:00:00+00,1,SCHOOLS,HILLSBOROUGH COUNTY SITES & UTILITIES,1,HCS/CORK ELEMENTARY  PLANT,ACTIVE,N,28,3,82,10,DPHO,83,2001/06/28 00:00:00+00,35371,26.244,11073
546750.687775809,458058.783284921,11093,SWHI,6290388,ACTIVE,HCPUD/NORTHWEST UTILITIES,TAMPA,C,COMMUNITY,206485,Y,2022/06/15 00:00:00+00,2017/12/12 00:00:00+00,JR,MUNICIPAL/CITY,COUNTY OPERATIONS-LAKE PARK AND THI,15,LAKE PARK PLANT,ACTIVE,Y,28,7,82,30,DPHO,83,2005/01/04 00:00:00+00,31000000,,11093
537843.875574043,451396.82659827,11095,SWHI,6290388,ACTIVE,HCPUD/NORTHWEST UTILITIES,TAMPA,C,COMMUNITY,206485,Y,2022/06/15 00:00:00+00,2017/12/12 00:00:00+00,JR,MUNICIPAL/CITY,COUNTY OPERATIONS-LAKE PARK AND THI,17,FAWN RIDGE WATER TREATMENT PL,ACTIVE,Y,28,3,82,35,DPHO,83,2005/01/04 00:00:00+00,25000000,,11095
565460.99823635,450975.306069933,11097,SWHI,6290392,ACTIVE,COUNTRYSIDE MHP,THONOTOSASSA,C,COMMUNITY,50,N,2021/09/07 00:00:00+00,2023/04/18 00:00:00+00,5,MOBILE HOME PARK,AQUA ENVIRONMENTAL INC,1,COUNTRYSIDE M.H.P. PLANT # 1,ACTIVE,N,28,3,82,18,DPHO,83,2001/07/17 00:00:00+00,10000,,11097
550359.872478899,457709.139618088,11098,SWHI,6290401,ACTIVE,TAMPA SUN ESTATES #6,LUTZ,C,COMMUNITY,66,N,2023/10/03 00:00:00+00,2024/03/05 00:00:00+00,2,MOBILE HOME PARK,SUNCOAST ENVIRONMENTAL SERVICES,1,TAMPA SUN ESTATES #6,ACTIVE,N,28,7,82,27,DPHO,83,2005/03/14 00:00:00+00,16560,,11098
551336.58317072,460019.67980621,11100,SWHI,6290416,ACTIVE,HCPUD/CYPRESS COVE SUBDIVISION,LUTZ,C,COMMUNITY,59,N,2024/04/12 00:00:00+00,2023/04/06 00:00:00+00,5,SUBDIVISION,COUNTY OPERATIONS-CENTRAL,1,CYPRESS COVE SUB PLANT,ACTIVE,N,28,8,82,27,DPHO,83,2006/03/09 00:00:00+00,37156,,11100
565052.398251916,443378.315441199,11101,SWHI,6290430,ACTIVE,CASA VERDE MANUFACTURED HOME COMMUNITY,TAMPA,C,COMMUNITY,1250,N,2024/02/21 00:00:00+00,2023/01/18 00:00:00+00,4,MOBILE HOME PARK,CENTRAL WATER & ELECTRIC UTILITY SERVICES,1,CASA VERDE PLANT # 1 NORTH,ACTIVE,N,27,59,82,19,DPHO,83,2006/08/28 00:00:00+00,310000,,11101
