PWS ID,PWS Name,Status,County,Population Served,Fluoride Product,Fluoridated,Water Source
FL-3354104,CLERBROOK RV RESORTS,Non-Adjusted,Lake (Primary),2809,Natural                       ,No,Ground
FL-3354106,B'S RV RESORT,Non-Adjusted,Lake (Primary),141,Natural                       ,No,Ground
FL-3354110,LAKESIDE VILLAGE II,Non-Adjusted,Lake (Primary),171,Natural                       ,No,Ground
FL-3354112,SUMMIT CHASE VILLAS,Non-Adjusted,Lake (Primary),688,Natural                       ,No,Ground
FL-3354142,COUNTRY LIFE FAMILY PARK,Non-Adjusted,Lake (Primary),192,Natural                       ,No,Ground
FL-3354644,PINE HARBOUR WATER UTILITY,Non-Adjusted,Lake (Primary),118,Natural                       ,No,Ground
FL-3354646,CHATEAU ORANGE LAKE MH COMMUN,Non-Adjusted,Lake (Primary),550,Natural                       ,No,Ground
FL-3354647,FOUR LAKES AND HARBOR OAKS S/D,Non-Adjusted,Lake (Primary),204,Natural                       ,No,Ground
FL-3354650,LEESBURG/THE PLANTATION,Non-Adjusted,Lake (Primary),4597,Natural                       ,No,Ground
FL-3354651,HAINES CREEK RV PARK,Non-Adjusted,Lake (Primary),192,Natural                       ,No,Ground
FL-3354653,PENNBROOKE FAIRWAYS,Non-Adjusted,Lake (Primary),2225,Natural                       ,No,Ground
FL-3354655,CARLTON PALMS EDUCATIONAL CTR,Non-Adjusted,Lake (Primary),130,Natural                       ,No,Ground
FL-3354656,LAKE IDLEWILD ESTATES,Non-Adjusted,Lake (Primary),152,Natural                       ,No,Ground
FL-3354657,DIAMOND POINT,Non-Adjusted,Lake (Primary),224,Natural                       ,No,Ground
FL-3354660,SILVER OAKS SUBDIVISION,Non-Adjusted,Lake (Primary),110,Natural                       ,No,Ground
FL-3354661,PICCIOLA LANDING,Non-Adjusted,Lake (Primary),112,Natural                       ,No,Ground
FL-3354662,LAKE BEAUCLAIRE S/D,Non-Adjusted,Lake (Primary),88,Natural                       ,No,Ground
FL-3354664,TREASURE COVE,Non-Adjusted,Lake (Primary),113,Natural                       ,No,Ground
FL-3354687,RAINTREE HARBOR,Non-Adjusted,Lake (Primary),237,Natural                       ,No,Ground
FL-3354688,LAKE YALE ESTATES,Non-Adjusted,Lake (Primary),90,Natural                       ,No,Ground
FL-3354695,LAKE SAUNDERS ACRES,Non-Adjusted,Lake (Primary),144,Natural                       ,No,Ground
FL-3354697,GRAND TERRACE SUBDIVISION,Non-Adjusted,Lake (Primary),229,Natural                       ,No,Ground
FL-3354701,WEDGEWOOD SUBDIVISION,Non-Adjusted,Lake (Primary),876,Natural                       ,No,Ground
FL-3354779,CLERMONT EAST WATER SYSTEMS,Non-Adjusted,Lake (Primary),32728,Natural                       ,No,Ground
FL-3354781,HARBOR HILLS,Non-Adjusted,Lake (Primary),1090,Natural                       ,No,Ground
FL-3354836,SARABANDE,Non-Adjusted,Lake (Primary),218,Natural                       ,No,Ground
FL-3354867,QUAIL RIDGE ESTATES,Non-Adjusted,Lake (Primary),215,Natural                       ,No,Ground
FL-3354869,LEESBURG/HIGHLAND LAKES,Non-Adjusted,Lake (Primary),2182,Natural                       ,No,Ground
FL-3354877,PALISADES COUNTRY CLUB,Consecutive,Lake (Primary),1759,Natural                       ,No,Ground
FL-3354881,LAKE UTILITY SERVICES INC SOUTH,Non-Adjusted,Lake (Primary),11801,Natural                       ,No,Ground
FL-3354883,LAKE UTILITY SERVICES INC NORTH,Non-Adjusted,Lake (Primary),18633,Natural                       ,No,Ground
FL-3354886,HOLIDAY HAVEN (CONSECUTIVE),Consecutive,Lake (Primary),264,Natural                       ,No,Ground
FL-3354916,SOUTHLAKE UTILITIES,Non-Adjusted,Lake (Primary),7421,Natural                       ,No,Ground
FL-3354926,LAKES OF LADY LAKE EXEC GOLF,Non-Adjusted,Lake (Primary),89,Natural                       ,No,Ground
FL-3354929,LEESBURG/ROYAL HIGHLANDS,Non-Adjusted,Lake (Primary),2908,Natural                       ,No,Ground
FL-3354935,THE PARK AT WOLF BRANCH OAKS,Non-Adjusted,Lake (Primary),363,Natural                       ,No,Ground
FL-3354938,BLACK BEAR RESERVE,Non-Adjusted,Lake (Primary),559,Natural                       ,No,Ground
FL-3354943,POMEROSA PARK,Non-Adjusted,Lake (Primary),47,Natural                       ,No,Ground
FL-3354944,LAS COLINAS WATER PLANT,Non-Adjusted,Lake (Primary),232,Natural                       ,No,Ground
FL-3354945,FAIRWAYS AT MOUNT PLYMOUTH,Non-Adjusted,Lake (Primary),590,Natural                       ,No,Ground
FL-3354953,EUSTIS EASTERN WTP,Non-Adjusted,Lake (Primary),1949,Natural                       ,No,Ground
FL-3354954,HEATHROW COUNTRY ESTATES,Non-Adjusted,Lake (Primary),945,Natural                       ,No,Ground
FL-3354956,PINE ISLAND,Non-Adjusted,Lake (Primary),31,Natural                       ,No,Ground
FL-3354967,WOLF BRANCH MEADOWS,Non-Adjusted,Lake (Primary),50,Natural                       ,No,Ground
FL-3354969,COLINA BAY,Non-Adjusted,Lake (Primary),156,Natural                       ,No,Ground
FL-3420074,"BELLEVIEW, CITY OF [2 PLANTS]",Non-Adjusted,Marion (Primary),7540,Natural                       ,No,Ground
FL-3420095,BLUE SKIES ESTATES,Non-Adjusted,Marion (Primary),174,Natural                       ,No,Ground
FL-3420124,BUCKSKIN LAKE MANOR,Non-Adjusted,Marion (Primary),216,Natural                       ,No,Ground
FL-3420162,CEDAR HILLS S/D,Non-Adjusted,Marion (Primary),1255,Natural                       ,No,Ground
FL-3420216,CLIFTWOOD MOBILE HOME PARK,Non-Adjusted,Marion (Primary),48,Natural                       ,No,Ground
FL-3420340,EMIL-MAR SUBDIVISION,Non-Adjusted,Marion (Primary),228,Natural                       ,No,Ground
FL-3420386,FLORIDA CORRECTIONAL INSTITUTN,Non-Adjusted,Marion (Primary),2504,Natural                       ,No,Ground
FL-3420387,MARION CORRECTIONAL INSTITUTN,Non-Adjusted,Marion (Primary),2414,Natural                       ,No,Ground
FL-3420408,SALT SPRINGS VILLAGE,Non-Adjusted,Marion (Primary),306,Natural                       ,No,Ground
FL-3420411,FLOYD CLARK SUBDIVISION,Non-Adjusted,Marion (Primary),224,Natural                       ,No,Ground
FL-3420419,FORT KING FOREST,Non-Adjusted,Marion (Primary),300,Natural                       ,No,Ground
FL-3420456,GOLDEN HOLIDAY MHP (2 WPS),Non-Adjusted,Marion (Primary),548,Natural                       ,No,Ground
FL-3420484,MILL DAM MHP LLC,Non-Adjusted,Marion (Primary),139,Natural                       ,No,Ground
FL-3420509,HAZEL GARDENS MOBILE HOME PARK,Non-Adjusted,Marion (Primary),59,Natural                       ,No,Ground
FL-3420531,WANDERING OAKS RV RESORT (2WPS/1POE),Non-Adjusted,Marion (Primary),109,Natural                       ,No,Ground
FL-3420533,HI-CLIFF ESTATES/SLEEPY HOLLOW,Non-Adjusted,Marion (Primary),645,Natural                       ,No,Ground
FL-3420608,FORE ACRES S/D,Non-Adjusted,Marion (Primary),1509,Natural                       ,No,Ground
FL-3420761,LITTLE LAKE WEIR SUBDIVISION,Non-Adjusted,Marion (Primary),861,Natural                       ,No,Ground
FL-3420763,LIVE OAKS MOBILE HOME PARK,Non-Adjusted,Marion (Primary),194,Natural                       ,No,Ground
FL-3420781,EDGEWOOD MHP,Non-Adjusted,Marion (Primary),38,Natural                       ,No,Ground
FL-3420805,MARIE'S MHP,Non-Adjusted,Marion (Primary),79,Natural                       ,No,Ground
FL-3420870,NELSON'S FISH CAMP,Non-Adjusted,Marion (Primary),188,Natural                       ,No,Ground
FL-3420904,OAK PARK VILLAGE,Non-Adjusted,Marion (Primary),85,Natural                       ,No,Ground
FL-3420916,OAKWOOD MOBILE MANOR,Non-Adjusted,Marion (Primary),225,Natural                       ,No,Ground
FL-3420922,"OCALA, CITY OF",Adjusted,Marion (Primary),49023,H2SiF6,Yes,Ground
FL-3420924,OCALA EAST VILLAS,Non-Adjusted,Marion (Primary),544,Natural                       ,No,Ground
FL-3420939,OCKLAWAHA WATER WORKS (2 WTPS ),Non-Adjusted,Marion (Primary),730,Natural                       ,No,Ground
FL-3421018,PINE RIDGE ESTATES S/D,Non-Adjusted,Marion (Primary),674,Natural                       ,No,Ground
FL-3421098,ROLLING GREENS,Non-Adjusted,Marion (Primary),2234,Natural                       ,No,Ground
FL-3421118,SANDY ACRES,Non-Adjusted,Marion (Primary),543,Natural                       ,No,Ground
FL-3421159,SHARPES FERRY MANUFACTURED HOME CMNTY,Non-Adjusted,Marion (Primary),185,Natural                       ,No,Ground
FL-3421197,SILVER SPRINGS SHORES,Non-Adjusted,Marion (Primary),17497,Natural                       ,No,Ground
FL-3421201,SUN RESORT,Non-Adjusted,Marion (Primary),72,Natural                       ,No,Ground
FL-3421283,STONE OAKS MOBILE HOME PARK,Non-Adjusted,Marion (Primary),270,Natural                       ,No,Ground
FL-3421314,SUN RAY ESTATES,Non-Adjusted,Marion (Primary),1787,Natural                       ,No,Ground
FL-3421379,"MCINTOSH, TOWN OF",Non-Adjusted,Marion (Primary),433,Natural                       ,No,Ground
FL-3421467,WHISPERING OAKS MHP,Non-Adjusted,Marion (Primary),143,Natural                       ,No,Ground
FL-3421490,WOODS AND LAKES SUBDIVISION,Non-Adjusted,Marion (Primary),246,Natural                       ,No,Ground
FL-3421495,COUNTRY OAKS MHP,Non-Adjusted,Marion (Primary),85,Natural                       ,No,Ground
FL-3421520,SUNLIGHT ACRES SUBDIVISION,Non-Adjusted,Marion (Primary),177,Natural                       ,No,Ground
FL-3421528,TALL TIMBER TRAVEL TRAILER PRK,Non-Adjusted,Marion (Primary),85,Natural                       ,No,Ground
FL-3421554,OCALA GARDEN APARTMENTS,Non-Adjusted,Marion (Primary),43,Natural                       ,No,Ground
FL-3421559,VICTORY MOBILE HOME PARK LLC,Non-Adjusted,Marion (Primary),222,Natural                       ,No,Ground
FL-3421560,OCALA OAKS SUBDIVISION,Non-Adjusted,Marion (Primary),1969,Natural                       ,No,Ground
FL-3421573,GOLDEN POND VILLAGE MHP,Non-Adjusted,Marion (Primary),121,Natural                       ,No,Ground
FL-3421574,SERENITY OAKS MHP,Non-Adjusted,Marion (Primary),121,Natural                       ,No,Ground
FL-3421576,WINDGATE ESTATES,Non-Adjusted,Marion (Primary),323,Natural                       ,No,Ground
FL-3424000,BELLAIRE SUBDIVISION,Consecutive,Marion (Primary),682,Natural                       ,No,Ground
FL-3424001,MARION HILLS,Non-Adjusted,Marion (Primary),91,Natural                       ,No,Ground
FL-3424009,WHISPERING SANDS S/D,Non-Adjusted,Marion (Primary),391,Natural                       ,No,Ground
FL-3424029,CHAPPELL HILLS,Non-Adjusted,Marion (Primary),129,Natural                       ,No,Ground
FL-3424030,BELLEVIEW HILLS SUBDIVISION,Consecutive,Marion (Primary),338,Natural                       ,No,Ground
FL-3424031,FLORIDA HEIGHTS S/D,Non-Adjusted,Marion (Primary),309,Natural                       ,No,Ground
FL-3424032,OAKHURST SUBDIVISION,Non-Adjusted,Marion (Primary),309,Natural                       ,No,Ground
FL-3424034,VILLAGES OF OCALA,Non-Adjusted,Marion (Primary),118,Natural                       ,No,Ground
FL-3424036,WEST VIEW SUBDIVISION,Consecutive,Marion (Primary),91,H2SiF6,Yes,Ground
FL-3424042,FAIRFAX HILLS SUBDIVISION,Non-Adjusted,Marion (Primary),257,Natural                       ,No,Ground
FL-3424046,QUAIL RUN SUBDIVISION,Non-Adjusted,Marion (Primary),206,Natural                       ,No,Ground
FL-3424061,PARADISE MHP,Non-Adjusted,Marion (Primary),85,Natural                       ,No,Ground
FL-3424062,PONDEROSA PINES,Non-Adjusted,Marion (Primary),408,Natural                       ,No,Ground
FL-3424087,OAK BEND MHP,Non-Adjusted,Marion (Primary),367,Natural                       ,No,Ground
FL-3424099,ELEVEN OAKS SUBDIVISION,Non-Adjusted,Marion (Primary),122,Natural                       ,No,Ground
FL-3424106,OAK HAVEN QUADRUPLEXES,Non-Adjusted,Marion (Primary),92,Natural                       ,No,Ground
FL-3424620,TRADEWINDS VILLAGE,Non-Adjusted,Marion (Primary),1174,Natural                       ,No,Ground
FL-3424621,BELLEVIEW OAKS ESTATES,Non-Adjusted,Marion (Primary),263,Natural                       ,No,Ground
FL-3424622,SPRINGLAKE VILLAGE,Non-Adjusted,Marion (Primary),145,Natural                       ,No,Ground
FL-3424625,RESIDENTIAL WATER SYSTEMS INC,Non-Adjusted,Marion (Primary),1606,Natural                       ,No,Ground
FL-3424628,SMITH LAKE SHORES MHP,Non-Adjusted,Marion (Primary),329,Natural                       ,No,Ground
FL-3424637,SHERI OAKS S/D,Non-Adjusted,Marion (Primary),63,Natural                       ,No,Ground
FL-3424638,OAK CREEK CAVERNS S/D,Non-Adjusted,Marion (Primary),131,Natural                       ,No,Ground
FL-3424643,MCATEER ACRES,Non-Adjusted,Marion (Primary),209,Natural                       ,No,Ground
FL-3424644,FORE OAKS ESTATES,Non-Adjusted,Marion (Primary),709,Natural                       ,No,Ground
FL-3424646,WOODBERRY FOREST,Consecutive,Marion (Primary),173,Natural                       ,No,Ground
FL-3424648,HILLTOP ESTATES MHP S/D,Non-Adjusted,Marion (Primary),206,Natural                       ,No,Ground
FL-3424649,VICKI'S MOBILE HOME PARK,Non-Adjusted,Marion (Primary),49,Natural                       ,No,Ground
FL-3424651,OCALA HEIGHTS S/D,Non-Adjusted,Marion (Primary),738,Natural                       ,No,Ground
FL-3424652,SHADY ROAD VILLAS TRAILER PARK,Non-Adjusted,Marion (Primary),164,Natural                       ,No,Ground
FL-3424654,WILDERNESS RV PARK ESTATES,Non-Adjusted,Marion (Primary),54,Natural                       ,No,Ground
FL-3424655,HIGH HOPES MOBILE HOME PARK,Non-Adjusted,Marion (Primary),61,Natural                       ,No,Ground
FL-3424657,COUNTRY WALK S/D,Non-Adjusted,Marion (Primary),169,Natural                       ,No,Ground
FL-3424658,PADDOCK PARK SOUTH MHP,Non-Adjusted,Marion (Primary),345,Natural                       ,No,Ground
FL-3424659,TROPICANA VILLAGE S/D,Non-Adjusted,Marion (Primary),103,Natural                       ,No,Ground
FL-3424662,HILLTOP AT LAKE WEIR,Non-Adjusted,Marion (Primary),401,Natural                       ,No,Ground
FL-3424664,JACK MOBILE HOME PARK,Non-Adjusted,Marion (Primary),45,Natural                       ,No,Ground
FL-3424685,HAWKS POINT S/D,Non-Adjusted,Marion (Primary),413,Natural                       ,No,Ground
FL-3424689,SILVER SPRINGS WOODS/VILLAGE,Non-Adjusted,Marion (Primary),1020,Natural                       ,No,Ground
FL-3424690,LANDFAIR SUBDIVISION,Non-Adjusted,Marion (Primary),519,Natural                       ,No,Ground
FL-3424691,WINDING WATERS,Non-Adjusted,Marion (Primary),423,Natural                       ,No,Ground
FL-3424789,LAKEVIEW WOODS/TRAILS EAST S/D,Non-Adjusted,Marion (Primary),200,Natural                       ,No,Ground
FL-3424808,PONDEROSA M.H./SUBDIVISION,Non-Adjusted,Marion (Primary),60,Natural                       ,No,Ground
FL-3424827,CITRA HIGHLANDS,Non-Adjusted,Marion (Primary),79,Natural                       ,No,Ground
FL-3424839,BELLEVIEW HILLS ESTATES,Non-Adjusted,Marion (Primary),678,Natural                       ,No,Ground
FL-3424841,TURNING POINTE ESTATES,Non-Adjusted,Marion (Primary),252,Natural                       ,No,Ground
FL-3424857,VETERANS OF FOREIGN WARS,Non-Adjusted,Marion (Primary),40,Natural                       ,No,Ground
FL-3424897,STONECREST SUBDIVISION,Non-Adjusted,Marion (Primary),31954,Natural                       ,No,Ground
FL-3424962,ASHLEY HEIGHTS S/D,Non-Adjusted,Marion (Primary),138,Natural                       ,No,Ground
FL-3425006,GREENFIELDS/INDIAN PINES,Non-Adjusted,Marion (Primary),1450,Natural                       ,No,Ground
FL-3425029,FOREST GREEN SUBDIVISION,Non-Adjusted,Marion (Primary),241,Natural                       ,No,Ground
FL-3425039,PLANTATION LANDING MHP,Non-Adjusted,Marion (Primary),32,Natural                       ,No,Ground
FL-3425108,LEIGHTON ESTATES WATER SYSTEM,Non-Adjusted,Marion (Primary),93,Natural                       ,No,Ground
FL-3425111,SUNSET HARBOR WATER SYSTEM,Non-Adjusted,Marion (Primary),22,Natural                       ,No,Ground
FL-3425126,IRISH ACRES,Non-Adjusted,Marion (Primary),80,Natural                       ,No,Ground
FL-3425127,ASHLEY FARMS,Non-Adjusted,Marion (Primary),985,Natural                       ,No,Ground
FL-3480114,BRIGHTWOOD MANOR MHP,Non-Adjusted,Orange (Primary),376,Natural                       ,No,Ground
FL-3480149,PLURIS-WEDGEFIELD INC,Non-Adjusted,Orange (Primary),5211,Natural                       ,No,Ground
FL-3480200,"APOPKA, CITY OF",Non-Adjusted,Orange (Primary),56745,Natural                       ,No,Ground
FL-3480203,"MAITLAND, CITY OF",Adjusted,Orange (Primary),11955,H2SiF6,Yes,Ground
FL-3480204,"OCOEE,SOUTH",Adjusted,Orange (Primary),30400,H2SiF6,Yes,Ground
FL-3480226,COLLEGE MOBILE HOME PARK,Non-Adjusted,Orange (Primary),80,Natural                       ,No,Ground
FL-3480255,CRESCENT HEIGHTS S/D(CONSEC),Consecutive,Orange (Primary),866,H2SiF6,Yes,Ground
FL-3480265,OCUD/DAETWYLER SHORES (CONSEC),Consecutive,Orange (Primary),169,H2SiF6,Yes,Ground
FL-3480272,DAVIS SHORES (CONSEC),Consecutive,Orange (Primary),128,H2SiF6,Yes,Ground
FL-3480289,DE NEEF VILLAGE,Non-Adjusted,Orange (Primary),134,Natural                       ,No,Ground
FL-3480327,EATONVILLE WATER DEPARTMENT,Non-Adjusted,Orange (Primary),2438,Natural                       ,No,Ground
FL-3480409,UNIVERSITY OF CENTRAL FLORIDA,Consecutive,Orange (Primary),39438,H2SiF6,Yes,Ground
FL-3480502,VALLEY MHP,Non-Adjusted,Orange (Primary),88,Natural                       ,No,Ground
FL-3480555,HOLIDAY ACRES MOBILE HOME PARK,Non-Adjusted,Orange (Primary),70,Natural                       ,No,Ground
FL-3480681,HARRISON'S TRAILER PARK,Non-Adjusted,Orange (Primary),63,Natural                       ,No,Ground
FL-3480695,LAKE DOWNEY MOBILE HOME PARK,Non-Adjusted,Orange (Primary),179,Natural                       ,No,Ground
FL-3480700,OCUD/LAKE JOHN SHORES WTR SYS,Non-Adjusted,Orange (Primary),60,Natural                       ,No,Ground
FL-3480792,OCUD/MAGNOLIA WOODS WTR SYSTEM,Consecutive,Orange (Primary),310,Natural                       ,No,Ground
FL-3480913,"OAKLAND, TOWN OF",Non-Adjusted,Orange (Primary),3671,Natural                       ,No,Ground
FL-3480940,OLA BEACH IMPROVEMENT ASSN,Non-Adjusted,Orange (Primary),130,Natural                       ,No,Ground
FL-3480962,ORLANDO UTILITIES COMMISSION,Adjusted,Orange (Primary),394641,H2SiF6,Yes,Ground
FL-3481016,PINE ISLE MOBILE VILLA,Non-Adjusted,Orange (Primary),114,Natural                       ,No,Ground
FL-3481093,ROCK SPRINGS MOBILE HOME PARK,Non-Adjusted,Orange (Primary),1196,Natural                       ,No,Ground
FL-3481155,SHADY OAKS TRAILER PARK,Non-Adjusted,Orange (Primary),34,Natural                       ,No,Ground
FL-3481199,SILVER STAR VILLAGE,Non-Adjusted,Orange (Primary),571,Natural                       ,No,Ground
FL-3481270,STARLIGHT RANCH MH ESTATES,Non-Adjusted,Orange (Primary),1092,Natural                       ,No,Ground
FL-3481326,TAFT WATER ASSOCIATION,Non-Adjusted,Orange (Primary),3784,Natural                       ,No,Ground
FL-3481329,TANGERINE WATER COMPANY,Non-Adjusted,Orange (Primary),761,Natural                       ,No,Ground
FL-3481420,VALENCIA ESTATES MO HO PK,Non-Adjusted,Orange (Primary),273,Natural                       ,No,Ground
FL-3481481,WINTER GARDEN WATER DEPT,Non-Adjusted,Orange (Primary),66457,Natural                       ,No,Ground
FL-3481482,"WINTER PARK, CITY OF",Adjusted,Orange (Primary),74199,H2SiF6,Yes,Ground
FL-3481501,CLARCONA RESORTS,Non-Adjusted,Orange (Primary),1153,Natural                       ,No,Ground
FL-3481506,ZELLWOOD STATION,Consecutive,Orange (Primary),2299,Natural                       ,No,Ground
FL-3481507,ZELLWOOD WATER USERS INC.,Non-Adjusted,Orange (Primary),1124,Natural                       ,No,Ground
FL-3481518,HIDDEN VALLEY MOBILE HOME PARK,Non-Adjusted,Orange (Primary),811,Natural                       ,No,Ground
FL-3481546,OCUD/WESTERN REGIONAL WTR SYS,Adjusted,Orange (Primary),180260,H2SiF6,Yes,Ground
FL-3481547,OCUD/PARTLOW ACRES(CONSECUTIVE,Consecutive,Orange (Primary),44,Natural                       ,No,Ground
FL-3481551,CONESTOGA MOBILE HOME PARK,Non-Adjusted,Orange (Primary),55,Natural                       ,No,Ground
FL-3481571,BIG OAKS MOBILE HOME PARK,Non-Adjusted,Orange (Primary),112,Natural                       ,No,Ground
FL-3484093,WDW CENTRAL,Non-Adjusted,Orange (Primary),122049,Natural                       ,No,Ground
FL-3484119,OCUD/SOUTH REGIONAL WATER SYS,Adjusted,Orange (Primary),71978,H2SiF6,Yes,Ground
FL-3484132,OCUD/EASTERN WATER SYSTEM,Adjusted,Orange (Primary),260083,H2SiF6,Yes,Ground
FL-3484175,J&ampC MHP,Non-Adjusted,Orange (Primary),36,Natural                       ,No,Ground
FL-3484257,BNMS MOBILE HOME PARK,Non-Adjusted,Orange (Primary),30,Natural                       ,No,Ground
FL-3490090,BAY LAKE ESTATES;,Non-Adjusted,Osceola (Primary),205,Natural                       ,No,Ground
FL-3490184,BUENAVENTURA LAKES,Consecutive,Osceola (Primary),14815,H2SiF6,Yes,Ground
FL-3490265,COLONIAL MOBILE HOME PARK,Non-Adjusted,Osceola (Primary),103,Natural                       ,No,Ground
FL-3490293,MILL CREEK RV RESORT,Non-Adjusted,Osceola (Primary),107,Natural                       ,No,Ground
FL-3490314,CYPRESS COVE,Non-Adjusted,Osceola (Primary),258,Natural                       ,No,Ground
FL-3490673,INTERCESSION CITY,Non-Adjusted,Osceola (Primary),289,Natural                       ,No,Ground
FL-3490751,TOHO WATER AUTHORITY EASTERN,Adjusted,Osceola (Primary),98446,H2SiF6,Yes,Ground
FL-3490770,LAKE RUNNYMEDE MOBILE HOME PK,Non-Adjusted,Osceola (Primary),198,Natural                       ,No,Ground
FL-3490816,GREAT OAK R.V. RESORT,Non-Adjusted,Osceola (Primary),31,Natural                       ,No,Ground
FL-3490986,PLEASANT HILL MHP,Non-Adjusted,Osceola (Primary),148,Natural                       ,No,Ground
FL-3491002,KISSIMMEE RV PARK,Non-Adjusted,Osceola (Primary),38,Natural                       ,No,Ground
FL-3491011,TOHO WATER AUTHORITY WESTERN,Adjusted,Osceola (Primary),36060,H2SiF6,Yes,Ground
FL-3491077,EAST LAKE FISH CAMP,Non-Adjusted,Osceola (Primary),84,Natural                       ,No,Ground
FL-3491298,SHELTER COVE RESORT,Non-Adjusted,Osceola (Primary),167,Natural                       ,No,Ground
FL-3491373,"ST. CLOUD, CITY OF",Adjusted,Osceola (Primary),57822,H2SiF6,Yes,Ground
FL-3491702,FLORIDIAN RV RESORT,Non-Adjusted,Osceola (Primary),402,Natural                       ,No,Ground
FL-3491726,SHARP'S MOBILE HOME PARK,Non-Adjusted,Osceola (Primary),160,Natural                       ,No,Ground
FL-3491904,KING'S MOBILE PARK,Non-Adjusted,Osceola (Primary),38,Natural                       ,No,Ground
FL-3491956,LAKE AJAY VILLAGE S/D,Consecutive,Osceola (Primary),197,H2SiF6,Yes,Ground
FL-3494313,WHISPERING PINES MHP,Non-Adjusted,Osceola (Primary),383,Natural                       ,No,Ground
FL-3494316,BERMUDA M.H.P.,Non-Adjusted,Osceola (Primary),43,Natural                       ,No,Ground
FL-3494318,LAKE MARIAN SHORES,Non-Adjusted,Osceola (Primary),116,Natural                       ,No,Ground
FL-3494359,HYATT FARMS,Non-Adjusted,Osceola (Primary),36,Natural                       ,No,Ground
FL-3494399,DEER PARK,Non-Adjusted,Osceola (Primary),76,Natural                       ,No,Ground
FL-3494400,HAMMOCK POINTE,Non-Adjusted,Osceola (Primary),460,Natural                       ,No,Ground
FL-3494416,HIDDEN GLEN,Non-Adjusted,Osceola (Primary),63,Natural                       ,No,Ground
FL-3494418,SPRINGLAKE VILLAGE WTP,Non-Adjusted,Osceola (Primary),2745,Natural                       ,No,Ground
FL-3494427,HARMONY WATER SYSTEM,Adjusted,Osceola (Primary),1060,Unknown,Yes,Ground
FL-3494428,ENTERPRISE CDD,Consecutive,Osceola (Primary),7301,H2SiF6,Yes,Ground
FL-3494429,TOHO WATER AUTHORITY-POINCIANA SYSTEM,Adjusted,Osceola (Primary),62095,Unknown,Yes,Ground
FL-3530240,Camp Rosalie,Non-Adjusted,Polk (Primary),53,Natural                       ,No,Ground
FL-3530592,FLORIDA CAMP INN,Non-Adjusted,Polk (Primary),1028,Natural                       ,No,Ground
FL-3530683,GRAPE HAMMOCK,Non-Adjusted,Polk (Primary),107,Natural                       ,No,Ground
FL-3530711,HAINES CITY MOBILE HOME PARK,Non-Adjusted,Polk (Primary),179,Natural                       ,No,Ground
FL-3530736,"HARBOR CAMPGROUND, THE",Non-Adjusted,Polk (Primary),189,Natural                       ,No,Ground
FL-3530814,HOLIDAY MANOR,Non-Adjusted,Polk (Primary),70,Natural                       ,No,Ground
FL-3530854,ILE UTILITIES,Non-Adjusted,Polk (Primary),606,Natural                       ,No,Ground
FL-3530946,KISSIMMEE RIVER PARK LLC,Non-Adjusted,Polk (Primary),380,Natural                       ,No,Ground
FL-3531008,GOLD COAST UTILITY,Non-Adjusted,Polk (Primary),2235,Natural                       ,No,Ground
FL-3531009,WALK-IN-THE-WATER LAKE ESTATES,Non-Adjusted,Polk (Primary),449,Natural                       ,No,Ground
FL-3531198,MINERVA MHP,Non-Adjusted,Polk (Primary),40,Natural                       ,No,Ground
FL-3531275,OAK HARBOUR CAMPGROUND,Non-Adjusted,Polk (Primary),67,Natural                       ,No,Ground
FL-3531318,OUTDOOR RESORTS,Non-Adjusted,Polk (Primary),1341,Natural                       ,No,Ground
FL-3531517,NEW RIVER RANCH & RV RESORT,Non-Adjusted,Polk (Primary),1878,Natural                       ,No,Ground
FL-3531546,ROSALIE OAKS,Non-Adjusted,Polk (Primary),183,Natural                       ,No,Ground
FL-3531744,EAST,Non-Adjusted,Polk (Primary),4517,Natural                       ,No,Ground
FL-3532183,AVON PARK CORRECTION INSTITUTE,Non-Adjusted,Polk (Primary),2682,Natural                       ,No,Ground
FL-3532355,BREEZE HILL MOBILE HOME PARK,Non-Adjusted,Polk (Primary),249,Natural                       ,No,Ground
FL-3532582,EMERALD LAKE MHP,Non-Adjusted,Polk (Primary),224,Natural                       ,No,Ground
FL-3535116,LAKE KISSIMMEE MOBILE HOME PK,Non-Adjusted,Polk (Primary),31,Natural                       ,No,Ground
FL-3590026,ALTAMONTE SPRINGS WATER DEPT,Adjusted,Seminole (Primary),49692,H2SiF6,Yes,Ground
FL-3590039,APPLE VALLEY,Consecutive,Seminole (Primary),2923,H2SiF6,Yes,Ground
FL-3590069,BEAR LAKE MANOR,Consecutive,Seminole (Primary),695,H2SiF6,Yes,Ground
FL-3590111,DRUID HILLS,Non-Adjusted,Seminole (Primary),734,Natural                       ,No,Ground
FL-3590159,"CASSELBERRY, CITY OF",Consecutive,Seminole (Primary),48951,H2SiF6,Yes,Ground
FL-3590186,CHULUOTA WATER SYSTEM,Non-Adjusted,Seminole (Primary),3454,Natural                       ,No,Ground
FL-3590201,"LAKE MARY, CITY OF",Adjusted,Seminole (Primary),15766,H2SiF6,Yes,Ground
FL-3590202,"LONGWOOD, CITY OF",Adjusted,Seminole (Primary),20777,H2SiF6,Yes,Ground
FL-3590205,"SANFORD, CITY OF",Adjusted,Seminole (Primary),63104,H2SiF6,Yes,Ground
