,PWSID,SYSTEMNAME,PLANTNUMBER,PLANTNAME,OBJECTIVEID,PROCESSID,PROCESSOBJECTIVEDESC
8962,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),1,OUC/HIGHLAND TREATMENT PLANT,E,5.0,T-O CTRL/OZONATION
8963,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),1,OUC/HIGHLAND TREATMENT PLANT,Z,27.0,OTHER/FLUORIDATION
8964,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),2,OUC/PRIMROSE PLANT   15.12 MGD,B,1.0,DISINFECT/GASEOUS CHLORIN
8965,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),2,OUC/PRIMROSE PLANT   15.12 MGD,E,20.0,T-O CTRL/AERATION
8966,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),2,OUC/PRIMROSE PLANT   15.12 MGD,Z,27.0,OTHER/FLUORIDATION
8967,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),3,OUC/KUHL PLANT       15.12 MGD,B,1.0,DISINFECT/GASEOUS CHLORIN
8968,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),3,OUC/KUHL PLANT       15.12 MGD,E,20.0,T-O CTRL/AERATION
8969,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),3,OUC/KUHL PLANT       15.12 MGD,Z,27.0,OTHER/FLUORIDATION
8970,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),4,OUC/MARTIN PLANT      5.04 MGD,B,1.0,DISINFECT/GASEOUS CHLORIN
8971,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),4,OUC/MARTIN PLANT      5.04 MGD,E,20.0,T-O CTRL/AERATION
8972,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),4,OUC/MARTIN PLANT      5.04 MGD,Z,27.0,OTHER/FLUORIDATION
8973,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),5,OUC PINE HILLS WTP,B,2.0,DISINFECT/HYPOCHLORIN
8974,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),5,OUC PINE HILLS WTP,D,19.0,CORR-CTRL/PH ADJUSTMENT
8975,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),5,OUC PINE HILLS WTP,E,5.0,T-O CTRL/OZONATION
8976,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),5,OUC PINE HILLS WTP,Z,27.0,OTHER/FLUORIDATION
8977,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),6,OUC/CONWAY PLANT     26.75 MGD,B,1.0,DISINFECT/GASEOUS CHLORIN
8978,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),6,OUC/CONWAY PLANT     26.75 MGD,D,19.0,CORR-CTRL/PH ADJUSTMENT
8979,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),6,OUC/CONWAY PLANT     26.75 MGD,E,5.0,T-O CTRL/OZONATION
8980,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),6,OUC/CONWAY PLANT     26.75 MGD,F,23.0,ORGN-RMVL/GAC ADDITION
8981,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),6,OUC/CONWAY PLANT     26.75 MGD,Z,27.0,OTHER/FLUORIDATION
8982,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),7,OUC/KIRKMAN PLANT     15   MGD,B,1.0,DISINFECT/GASEOUS CHLORIN
8983,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),7,OUC/KIRKMAN PLANT     15   MGD,D,19.0,CORR-CTRL/PH ADJUSTMENT
8984,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),7,OUC/KIRKMAN PLANT     15   MGD,E,5.0,T-O CTRL/OZONATION
8985,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),7,OUC/KIRKMAN PLANT     15   MGD,Z,27.0,OTHER/FLUORIDATION
8986,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),8,OUC/NAVY PLANT       10 MGD,B,1.0,DISINFECT/GASEOUS CHLORIN
8987,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),8,OUC/NAVY PLANT       10 MGD,D,19.0,CORR-CTRL/PH ADJUSTMENT
8988,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),8,OUC/NAVY PLANT       10 MGD,E,5.0,T-O CTRL/OZONATION
8989,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),8,OUC/NAVY PLANT       10 MGD,Z,27.0,OTHER/FLUORIDATION
8990,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),9,OUC/DR PHILLIPS PLANT 10.08MGD,B,1.0,DISINFECT/GASEOUS CHLORIN
8991,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),9,OUC/DR PHILLIPS PLANT 10.08MGD,E,20.0,T-O CTRL/AERATION
8992,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),9,OUC/DR PHILLIPS PLANT 10.08MGD,Z,27.0,OTHER/FLUORIDATION
8993,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),10,OUC/SKY LAKE WTP 22.5 MGD,B,1.0,DISINFECT/GASEOUS CHLORIN
8994,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),10,OUC/SKY LAKE WTP 22.5 MGD,D,19.0,CORR-CTRL/PH ADJUSTMENT
8995,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),10,OUC/SKY LAKE WTP 22.5 MGD,F,5.0,ORGN-RMVL/OZONATION
8996,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),10,OUC/SKY LAKE WTP 22.5 MGD,Z,27.0,OTHER/FLUORIDATION
8997,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),11,OUC/SOUTHWEST PLANT,B,1.0,DISINFECT/GASEOUS CHLORIN
8998,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),11,OUC/SOUTHWEST PLANT,B,5.0,DISINFECT/OZONATION
8999,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),11,OUC/SOUTHWEST PLANT,D,19.0,CORR-CTRL/PH ADJUSTMENT
9000,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),11,OUC/SOUTHWEST PLANT,E,5.0,T-O CTRL/OZONATION
9001,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),11,OUC/SOUTHWEST PLANT,Z,27.0,OTHER/FLUORIDATION
9002,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),12,OUC/SOUTHEAST WP,B,1.0,DISINFECT/GASEOUS CHLORIN
9003,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),12,OUC/SOUTHEAST WP,B,2.0,DISINFECT/HYPOCHLORIN
9004,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),13,SOUTHEAST WTP,B,1.0,DISINFECT/GASEOUS CHLORIN
9005,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),13,SOUTHEAST WTP,B,4.0,DISINFECT/CHLORAMINES
9006,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),13,SOUTHEAST WTP,D,19.0,CORR-CTRL/PH ADJUSTMENT
9007,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),13,SOUTHEAST WTP,F,5.0,ORGN-RMVL/OZONATION
9008,3480962,ORLANDO UTILITIES COMMISSION (7 WPS),13,SOUTHEAST WTP,Z,27.0,OTHER/FLUORIDATION
9009,3480990,MCCORMICK ROAD BAPTIST CHURCH,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9010,3480992,PARK MANOR ESTATES (2 WPS),1,PARK MANOR ESTATES-PLT 1,B,1.0,DISINFECT/GASEOUS CHLORIN
9011,3480992,PARK MANOR ESTATES (2 WPS),1,PARK MANOR ESTATES-PLT 1,E,20.0,T-O CTRL/AERATION
9012,3480992,PARK MANOR ESTATES (2 WPS),2,PARK MANOR ESTATES-PLT 2,B,1.0,DISINFECT/GASEOUS CHLORIN
9013,3480992,PARK MANOR ESTATES (2 WPS),2,PARK MANOR ESTATES-PLT 2,E,20.0,T-O CTRL/AERATION
9014,3480994,PARK RIDGE ESTATES,1,PARK RIDGE ESTATES,B,2.0,DISINFECT/HYPOCHLORIN
9015,3481016,PINE ISLE MOBILE VILLA,1,PINE ISLE MOBILE VILLA,B,2.0,DISINFECT/HYPOCHLORIN
9016,3481016,PINE ISLE MOBILE VILLA,1,PINE ISLE MOBILE VILLA,E,20.0,T-O CTRL/AERATION
9017,3481032,PLYMOUTH BAPTIST CHURCH,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9018,3481033,"APOPKA, CITY OF - PLYMOUTH REGIONAL",1,PLYMOUTH S.R.437,B,1.0,DISINFECT/GASEOUS CHLORIN
9019,3481033,"APOPKA, CITY OF - PLYMOUTH REGIONAL",1,PLYMOUTH S.R.437,E,20.0,T-O CTRL/AERATION
9020,3481033,"APOPKA, CITY OF - PLYMOUTH REGIONAL",2,PLYMOUTH REGIONAL,B,2.0,DISINFECT/HYPOCHLORIN
9021,3481034,PLYMOUTH CITRUS PRODUCTS,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9022,3481035,ZELLWOOD HEAD START,1,ZELLWOOD HEAD START,B,2.0,DISINFECT/HYPOCHLORIN
9023,3481051,RALPH MILLER SHELL,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9024,3481052,MONTEREY MUSHROOMS INC,1,MONTEREY MUSHROOMS INC,B,1.0,DISINFECT/GASEOUS CHLORIN
9025,3481054,RAMADA INN SOUTH,1,RIS,B,2.0,DISINFECT/HYPOCHLORIN
9026,3481056,OCPU/RAMIR,1,OCPU/RAMIR,B,2.0,DISINFECT/HYPOCHLORIN
9027,3481063,RAY SMITH UNION 76,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9028,3481067,MARTY'S RED DOOR INN,1,RED DOOR INN,B,2.0,DISINFECT/HYPOCHLORIN
9029,3481073,RESURRECTION CATHOLIC CHURCH,1,RESURRECTION CATHOLIC CHURCH,B,2.0,DISINFECT/HYPOCHLORIN
9030,3481076,RINKER MATERIALS - LOCKHART,1,RINKER MATERIALS / LOCKHART,B,1.0,DISINFECT/GASEOUS CHLORIN
9031,3481081,OCPU/NORTHWESTERN WATER SYSTEM,1,RIVERSIDE,B,1.0,DISINFECT/GASEOUS CHLORIN
9032,3481081,OCPU/NORTHWESTERN WATER SYSTEM,1,RIVERSIDE,E,20.0,T-O CTRL/AERATION
9033,3481081,OCPU/NORTHWESTERN WATER SYSTEM,2,BENT OAKS,B,1.0,DISINFECT/GASEOUS CHLORIN
9034,3481081,OCPU/NORTHWESTERN WATER SYSTEM,2,BENT OAKS,E,20.0,T-O CTRL/AERATION
9035,3481082,RIVERSIDE BAPTIST CHURCH,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9036,3481093,ROCK SPRINGS MHP,1,MAIN PLANT,B,2.0,DISINFECT/HYPOCHLORIN
9037,3481093,ROCK SPRINGS MHP,1,MAIN PLANT,E,20.0,T-O CTRL/AERATION
9038,3481093,ROCK SPRINGS MHP,2,ROCK SP MHP BACKUP PLANT,B,1.0,DISINFECT/GASEOUS CHLORIN
9039,3481094,OCPU/ROCK SPRINGS,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9040,3481102,ROUND THE CLOCK DAY CARE,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9041,3481113,"SAND LAKE MHP, C/O DR PHILLIPS",1,Unknown,B,1.0,DISINFECT/GASEOUS CHLORIN
9042,3481145,SEVEN ELEVEN/EAST COLONIAL,1,SEVEN ELEVEN/EAST COLONIAL,B,2.0,DISINFECT/HYPOCHLORIN
9043,3481146,APOSTOLIC WORSHIP CENTER,1,APOSTOLIC WORSHIP CENTER,B,2.0,DISINFECT/HYPOCHLORIN
9044,3481155,SHADY OAKS TRAILER PARK,1,SHADY OAKS TRAILER PARK,B,2.0,DISINFECT/HYPOCHLORIN
9045,3481163,SHENANDOAH BAPTIST CHURCH,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9046,3481169,SHOP & GO,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9047,3481170,CIRCLE K #7115/E COLONIAL,1,CIRCLE K #7115/E COLONIAL,B,2.0,DISINFECT/HYPOCHLORIN
9048,3481171,CIRCLE K #7340/BITHLO,1,CIRCLE K #7340/BITHLO,B,2.0,DISINFECT/HYPOCHLORIN
9049,3481171,CIRCLE K #7340/BITHLO,1,CIRCLE K #7340/BITHLO,E,20.0,T-O CTRL/AERATION
9050,3481172,DISCOUNT BEVERAGES,1,DISCOUNT BEVERAGES-CHRISTMAS,B,2.0,DISINFECT/HYPOCHLORIN
9051,3481175,THREE POINT FOOD MART,1,THREE POINT FOOD MART,B,2.0,DISINFECT/HYPOCHLORIN
9052,3481180,OCPU/SILVER BEACH,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9053,3481199,SILVER STAR VILLAGE (2 WPS),1,SILVER STAR VILLAGE/WELL #3,B,2.0,DISINFECT/HYPOCHLORIN
9054,3481199,SILVER STAR VILLAGE (2 WPS),2,SILVER STAR VILLAGE/WELL # 4,B,2.0,DISINFECT/HYPOCHLORIN
9055,3481199,SILVER STAR VILLAGE (2 WPS),3,SILVER STAR VILLAGE/WELL # 5,B,2.0,DISINFECT/HYPOCHLORIN
9056,3481199,SILVER STAR VILLAGE (2 WPS),4,SILVER STAR VILLAGE,B,1.0,DISINFECT/GASEOUS CHLORIN
9057,3481220,SOUTH TRIAL DRIVE IN,1,Unknown,B,1.0,DISINFECT/GASEOUS CHLORIN
9058,3481225,SOUTHEAST CHRISTIAN CHURCH,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9059,3481232,SOUTHVIEW BAPTIST CHAPEL,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9060,3481259,ST CHRISTOPHERS EPISCOPAL CHUR,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9061,3481260,ST FRANCIS CATHOLIC CH,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9062,3481261,ST JOSEPH'S CATHOLIC CHURCH,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9063,3481270,STARLIGHT RANCH MOBILE HOME ESTATES,1,STARLIGHT RANCH,B,2.0,DISINFECT/HYPOCHLORIN
9064,3481270,STARLIGHT RANCH MOBILE HOME ESTATES,1,STARLIGHT RANCH,E,20.0,T-O CTRL/AERATION
9065,3481272,STARLINE MANUFACTURING,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9066,3481284,OCPU/WEKIVA MANOR WATER AREA,1,OCPU/BENT OAKS-RIVERSIDE,B,2.0,DISINFECT/HYPOCHLORIN
9067,3481288,STUCKEY PECAN SHOPPE,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9068,3481293,OCUD/ORANGE VILLAGE WTR SYSTEM,1,ORANGE VILLAGE/OCUD SR435APOPK,B,1.0,DISINFECT/GASEOUS CHLORIN
9069,3481312,SUNOCO SERVICE,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9070,3481319,ZAFFRAN TRANSPORTATION,1,ZAFFRAN (AKA:SUPERIOR COACH),B,2.0,DISINFECT/HYPOCHLORIN
9071,3481325,HERITAGE CHRISTIAN SCHOOL,1,TABERNACLE BAPTIST CHURCH,B,2.0,DISINFECT/HYPOCHLORIN
9072,3481326,TAFT WATER ASSOCIATION,1,TAFT WATER ASSOCIATION,B,2.0,DISINFECT/HYPOCHLORIN
9073,3481326,TAFT WATER ASSOCIATION,1,TAFT WATER ASSOCIATION,E,20.0,T-O CTRL/AERATION
9074,3481329,TANGERINE PARK,1,TANGERINE WATER,B,2.0,DISINFECT/HYPOCHLORIN
9075,3481329,TANGERINE PARK,1,TANGERINE WATER,G,18.0,IRON RMVL/SEQUESTATION
9076,3481362,THREE POINT GENERAL STORE,1,THREE POINT GENERAL STORE,B,2.0,DISINFECT/HYPOCHLORIN
9077,3481364,OCPU/TIFFANY TERRACE,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9078,3481365,TILDENVILLE CHILD CARE CENTER,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9079,3481382,RAY'S TRAVEL TRAILERS,1,RAY'S TRAVEL TRAILERS,B,2.0,DISINFECT/HYPOCHLORIN
9080,3481386,TRIMBLE PARK,1,TRIMBLE PARK,B,2.0,DISINFECT/HYPOCHLORIN
9081,3481387,TRI-TECH ELECTRONICS,1,TRI-TECH ELECTRONICS,B,2.0,DISINFECT/HYPOCHLORIN
9082,3481388,TROPICANA MHP,1,TROPICANA MHP,B,2.0,DISINFECT/HYPOCHLORIN
9083,3481388,TROPICANA MHP,1,TROPICANA MHP,G,25.0,IRON RMVL/ION EXCHANGE
9084,3481391,TUCKER'S RANCH CAMPGROUND,1,SR545 WINTER GD,B,2.0,DISINFECT/HYPOCHLORIN
9085,3481404,UNION PARK CHURCH OF NAZARENE,1,UNION PARK CHURCH OF NAZARENE,B,2.0,DISINFECT/HYPOCHLORIN
9086,3481405,UNION PARK MIDDLE/ELEM.SCHOOL,1,UNION PARK MIDDLE/ELEM.SCHOOL,B,2.0,DISINFECT/HYPOCHLORIN
9087,3481405,UNION PARK MIDDLE/ELEM.SCHOOL,1,UNION PARK MIDDLE/ELEM.SCHOOL,E,20.0,T-O CTRL/AERATION
9088,3481406,UNION PARK MO HO COURT,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9089,3481407,CHEVRON MINI MART,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9090,3481408,UNION PARK UNITED METHODIST,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9091,3481413,OCUD/UNIV. SHORES/SUNCREST,1,UNIVERSITY SHORES     1.800MGD,B,1.0,DISINFECT/GASEOUS CHLORIN
9092,3481413,OCUD/UNIV. SHORES/SUNCREST,1,UNIVERSITY SHORES     1.800MGD,E,20.0,T-O CTRL/AERATION
9093,3481413,OCUD/UNIV. SHORES/SUNCREST,2,SUNCREST              0.72MGD,B,1.0,DISINFECT/GASEOUS CHLORIN
9094,3481413,OCUD/UNIV. SHORES/SUNCREST,2,SUNCREST              0.72MGD,E,20.0,T-O CTRL/AERATION
9095,3481415,UNIVERSITY SUBURBAN DRIVE-IN,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9096,3481420,VALENCIA ESTATES MHP,1,VALENCIA ESTATES MHP,B,2.0,DISINFECT/HYPOCHLORIN
9097,3481420,VALENCIA ESTATES MHP,1,VALENCIA ESTATES MHP,E,20.0,T-O CTRL/AERATION
9098,3481422,VALENTINES RESTAURANT,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9099,3481424,OCPU/VANGUARD HEIGHTS,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9100,3481425,VAUGHN DISTRIBUTERS,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9101,3481430,PEOPLE OF ZION (MORADORA DE SION),1,PEOPLE OF ZION,B,2.0,DISINFECT/HYPOCHLORIN
9102,3481431,VILLA ROSA RESTAURANT,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9103,3481448,OCPU/WAUSEON RIDGE,1,Unknown,B,1.0,DISINFECT/GASEOUS CHLORIN
9104,3481452,WEE CARE CHILDRENS RANCH,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9105,3481456,WEKIWA SPRINGS BAPTIST CHURCH,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9106,3481459,WESLEYAN CHURCH,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9107,3481462,WEST ORANGE CHRISTIAN CHURCH,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9108,3481463,WEST ORANGE COUNTRY CLUB,1,COUNTRY CLUB VILLAGE,B,2.0,DISINFECT/HYPOCHLORIN
9109,3481465,OCUD/WESTMONT S/D (CONSEC),1,OCPU/WESTERN WATER SYSTEM,A,999.0,NO TRTMT
9110,3481473,OCPU/WINDMERE,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9111,3481474,WINDERMERE COUNTRY STORE,1,WINDERMERE PHARMACY,B,2.0,DISINFECT/HYPOCHLORIN
9112,3481475,OCPU/WINDMERE DOWNS,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9113,3481476,WINDERMERE UNION CHURCH,1,WINDERMERE UNION CHURCH,B,2.0,DISINFECT/HYPOCHLORIN
9114,3481480,"PRODALIM USA, INC.",1,LOUIS DREYFUS CITRUS PRODUCTS,B,1.0,DISINFECT/GASEOUS CHLORIN
9115,3481481,WINTER GARDEN WATER DEPT (3 WPS),1,BOYD STREET,B,2.0,DISINFECT/HYPOCHLORIN
9116,3481481,WINTER GARDEN WATER DEPT (3 WPS),1,BOYD STREET,E,20.0,T-O CTRL/AERATION
9117,3481481,WINTER GARDEN WATER DEPT (3 WPS),2,PALMETTO,B,2.0,DISINFECT/HYPOCHLORIN
9118,3481481,WINTER GARDEN WATER DEPT (3 WPS),2,PALMETTO,E,20.0,T-O CTRL/AERATION
9119,3481481,WINTER GARDEN WATER DEPT (3 WPS),3,FULLER'S CROSS,B,2.0,DISINFECT/HYPOCHLORIN
9120,3481481,WINTER GARDEN WATER DEPT (3 WPS),3,FULLER'S CROSS,E,20.0,T-O CTRL/AERATION
9121,3481481,WINTER GARDEN WATER DEPT (3 WPS),4,WOODLARK,B,2.0,DISINFECT/HYPOCHLORIN
9122,3481481,WINTER GARDEN WATER DEPT (3 WPS),4,WOODLARK,E,20.0,T-O CTRL/AERATION
9123,3481482,"WINTER PARK, CITY OF (3 WPS)",1,SWOOPE/NEW YORK AVE,B,1.0,DISINFECT/GASEOUS CHLORIN
9124,3481482,"WINTER PARK, CITY OF (3 WPS)",1,SWOOPE/NEW YORK AVE,E,20.0,T-O CTRL/AERATION
9125,3481482,"WINTER PARK, CITY OF (3 WPS)",1,SWOOPE/NEW YORK AVE,Z,27.0,OTHER/FLUORIDATION
9126,3481482,"WINTER PARK, CITY OF (3 WPS)",2,WTP #3 (WYMORE RD),B,1.0,DISINFECT/GASEOUS CHLORIN
9127,3481482,"WINTER PARK, CITY OF (3 WPS)",2,WTP #3 (WYMORE RD),D,19.0,CORR-CTRL/PH ADJUSTMENT
9128,3481482,"WINTER PARK, CITY OF (3 WPS)",2,WTP #3 (WYMORE RD),E,20.0,T-O CTRL/AERATION
9129,3481482,"WINTER PARK, CITY OF (3 WPS)",2,WTP #3 (WYMORE RD),Z,27.0,OTHER/FLUORIDATION
9130,3481482,"WINTER PARK, CITY OF (3 WPS)",3,WTP #4 (MAGNOLIA AVE),B,2.0,DISINFECT/HYPOCHLORIN
9131,3481482,"WINTER PARK, CITY OF (3 WPS)",3,WTP #4 (MAGNOLIA AVE),E,5.0,T-O CTRL/OZONATION
9132,3481482,"WINTER PARK, CITY OF (3 WPS)",3,WTP #4 (MAGNOLIA AVE),Z,27.0,OTHER/FLUORIDATION
9133,3481482,"WINTER PARK, CITY OF (3 WPS)",4,UNIVERSITY,B,1.0,DISINFECT/GASEOUS CHLORIN
9134,3481482,"WINTER PARK, CITY OF (3 WPS)",4,UNIVERSITY,D,19.0,CORR-CTRL/PH ADJUSTMENT
9135,3481482,"WINTER PARK, CITY OF (3 WPS)",4,UNIVERSITY,E,20.0,T-O CTRL/AERATION
9136,3481482,"WINTER PARK, CITY OF (3 WPS)",4,UNIVERSITY,Z,27.0,OTHER/FLUORIDATION
9137,3481482,"WINTER PARK, CITY OF (3 WPS)",5,WTP #1 (SWOOPE AVE),B,2.0,DISINFECT/HYPOCHLORIN
9138,3481482,"WINTER PARK, CITY OF (3 WPS)",5,WTP #1 (SWOOPE AVE),F,5.0,ORGN-RMVL/OZONATION
9139,3481482,"WINTER PARK, CITY OF (3 WPS)",5,WTP #1 (SWOOPE AVE),Z,27.0,OTHER/FLUORIDATION
9140,3481482,"WINTER PARK, CITY OF (3 WPS)",6,WTP #6 (ALOMA AVE),B,2.0,DISINFECT/HYPOCHLORIN
9141,3481482,"WINTER PARK, CITY OF (3 WPS)",6,WTP #6 (ALOMA AVE),E,5.0,T-O CTRL/OZONATION
9142,3481482,"WINTER PARK, CITY OF (3 WPS)",6,WTP #6 (ALOMA AVE),Z,27.0,OTHER/FLUORIDATION
9143,3481484,WINTER PARK MEMORIAL HOSPITAL,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9144,3481489,WOODLAWN FUNERAL HOME (OFFICE),1,WOODLAWN SALES OFFICE,B,2.0,DISINFECT/HYPOCHLORIN
9145,3481491,OCPU/WOODSMERE MANOR,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9146,3481493,WORLD INN,1,Unknown,B,1.0,DISINFECT/GASEOUS CHLORIN
9147,3481499,RACCOON LAKE CAMP RESORTS,1,YOGI BEAR 192,B,2.0,DISINFECT/HYPOCHLORIN
9148,3481500,YOGI BEAR CAMPGROUND,1,LKSD LEISURE LIVING(NOW3484372,B,1.0,DISINFECT/GASEOUS CHLORIN
9149,3481500,YOGI BEAR CAMPGROUND,2,JELLYSTONE,B,1.0,DISINFECT/GASEOUS CHLORIN
9150,3481501,CLARCONA RESORTS,1,CLARCONA RESORTS,B,2.0,DISINFECT/HYPOCHLORIN
9151,3481504,ZELLWIN FARMS COMPANY,1,Unknown,B,1.0,DISINFECT/GASEOUS CHLORIN
9152,3481505,WILLOW STREET COMMUNITY CENTER,1,ZELLWOOD DAY CARE(WILLOW ST.CO,B,2.0,DISINFECT/HYPOCHLORIN
9153,3481506,ZELLWOOD STATION (CONSEC),1,ZELLWOOD STATION,A,999.0,NO TRTMT
9154,3481507,ZELLWOOD WATER USERS INC. (2 WPS),1,JONES AVENUE,B,2.0,DISINFECT/HYPOCHLORIN
9155,3481507,ZELLWOOD WATER USERS INC. (2 WPS),2,KING AVENUE,B,2.0,DISINFECT/HYPOCHLORIN
9156,3481507,ZELLWOOD WATER USERS INC. (2 WPS),3,Unknown,B,1.0,DISINFECT/GASEOUS CHLORIN
9157,3481512,PICNIC BASKET SANDWICH SHOP,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9158,3481515,GALLAGHER & WAGY INDUSTRIAL,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9159,3481518,HIDDEN VALLEY MOBILE HOME PARK,1,HIDDEN VALLEY MHP,B,2.0,DISINFECT/HYPOCHLORIN
9160,3481518,HIDDEN VALLEY MOBILE HOME PARK,1,HIDDEN VALLEY MHP,D,18.0,CORR-CTRL/SEQUESTATION
9161,3481518,HIDDEN VALLEY MOBILE HOME PARK,1,HIDDEN VALLEY MHP,E,20.0,T-O CTRL/AERATION
9162,3481524,THREE POINT BOWLING CENTER,1,THREE POINT BOWLING CENTER,B,2.0,DISINFECT/HYPOCHLORIN
9163,3481525,CAMP THUNDERBIRD,1,APOPKA,B,2.0,DISINFECT/HYPOCHLORIN
9164,3481527,CENTRAL FLORIDA CHILDRENS HOME,1,CENTRAL FLORIDA CHILDRENS HOME,B,2.0,DISINFECT/HYPOCHLORIN
9165,3481529,SHADOW HILLS MHP [TEMP HOOKED TO CNTY],1,SHADOW HILLS MHP,B,1.0,DISINFECT/GASEOUS CHLORIN
9166,3481529,SHADOW HILLS MHP [TEMP HOOKED TO CNTY],1,SHADOW HILLS MHP,E,20.0,T-O CTRL/AERATION
9167,3481544,OCPU/EAST HIGHLANDS,1,MARIETTA STREET,B,2.0,DISINFECT/HYPOCHLORIN
9168,3481545,OCPU/LAKE DOWN,1,WINDERMERE,B,2.0,DISINFECT/HYPOCHLORIN
9169,3481546,OCUD/WESTERN REGIONAL WTR SYS (5 WPS),1,HIDDEN SPRINGS,B,2.0,DISINFECT/HYPOCHLORIN
9170,3481546,OCUD/WESTERN REGIONAL WTR SYS (5 WPS),1,HIDDEN SPRINGS,E,20.0,T-O CTRL/AERATION
