,PWS ID,PWS Name,Status,County,Population Served,Fluoride Product,Fluoridated,Water Source,year
3904,FL-3491904,KING'S MOBILE PARK,Non-Adjusted,Osceola (Primary),38,Natural                       ,No,Ground,2021
3905,FL-3491956,LAKE AJAY VILLAGE S/D,Consecutive,Osceola (Primary),197,H2SiF6,Yes,Ground,2021
3906,FL-3494313,WHISPERING PINES MHP,Non-Adjusted,Osceola (Primary),383,Natural                       ,No,Ground,2021
3907,FL-3494316,BERMUDA M.H.P.,Non-Adjusted,Osceola (Primary),43,Natural                       ,No,Ground,2021
3908,FL-3494318,LAKE MARIAN SHORES,Non-Adjusted,Osceola (Primary),116,Natural                       ,No,Ground,2021
3909,FL-3494359,HYATT FARMS,Non-Adjusted,Osceola (Primary),36,Natural                       ,No,Ground,2021
3910,FL-3494399,DEER PARK,Non-Adjusted,Osceola (Primary),76,Natural                       ,No,Ground,2021
3911,FL-3494400,HAMMOCK POINTE,Non-Adjusted,Osceola (Primary),460,Natural                       ,No,Ground,2021
3912,FL-3494416,HIDDEN GLEN,Non-Adjusted,Osceola (Primary),63,Natural                       ,No,Ground,2021
3913,FL-3494418,SPRINGLAKE VILLAGE WTP,Non-Adjusted,Osceola (Primary),2745,Natural                       ,No,Ground,2021
3914,FL-3494427,HARMONY WATER SYSTEM,Adjusted,Osceola (Primary),1060,Unknown,Yes,Ground,2021
3915,FL-3494428,ENTERPRISE CDD,Consecutive,Osceola (Primary),7301,H2SiF6,Yes,Ground,2021
3916,FL-3494429,TOHO WATER AUTHORITY-POINCIANA SYSTEM,Adjusted,Osceola (Primary),62095,Unknown,Yes,Ground,2021
3917,FL-3530240,Camp Rosalie,Non-Adjusted,Polk (Primary),53,Natural                       ,No,Ground,2021
3918,FL-3530592,FLORIDA CAMP INN,Non-Adjusted,Polk (Primary),1028,Natural                       ,No,Ground,2021
3919,FL-3530683,GRAPE HAMMOCK,Non-Adjusted,Polk (Primary),107,Natural                       ,No,Ground,2021
3920,FL-3530711,HAINES CITY MOBILE HOME PARK,Non-Adjusted,Polk (Primary),179,Natural                       ,No,Ground,2021
3921,FL-3530736,"HARBOR CAMPGROUND, THE",Non-Adjusted,Polk (Primary),189,Natural                       ,No,Ground,2021
3922,FL-3530814,HOLIDAY MANOR,Non-Adjusted,Polk (Primary),70,Natural                       ,No,Ground,2021
3923,FL-3530854,ILE UTILITIES,Non-Adjusted,Polk (Primary),606,Natural                       ,No,Ground,2021
3924,FL-3530946,KISSIMMEE RIVER PARK LLC,Non-Adjusted,Polk (Primary),380,Natural                       ,No,Ground,2021
3925,FL-3531008,GOLD COAST UTILITY,Non-Adjusted,Polk (Primary),2235,Natural                       ,No,Ground,2021
3926,FL-3531009,WALK-IN-THE-WATER LAKE ESTATES,Non-Adjusted,Polk (Primary),449,Natural                       ,No,Ground,2021
3927,FL-3531198,MINERVA MHP,Non-Adjusted,Polk (Primary),40,Natural                       ,No,Ground,2021
3928,FL-3531275,OAK HARBOUR CAMPGROUND,Non-Adjusted,Polk (Primary),67,Natural                       ,No,Ground,2021
3929,FL-3531318,OUTDOOR RESORTS,Non-Adjusted,Polk (Primary),1341,Natural                       ,No,Ground,2021
3930,FL-3531517,NEW RIVER RANCH & RV RESORT,Non-Adjusted,Polk (Primary),1878,Natural                       ,No,Ground,2021
3931,FL-3531546,ROSALIE OAKS,Non-Adjusted,Polk (Primary),183,Natural                       ,No,Ground,2021
3932,FL-3531744,EAST,Non-Adjusted,Polk (Primary),4517,Natural                       ,No,Ground,2021
3933,FL-3532183,AVON PARK CORRECTION INSTITUTE,Non-Adjusted,Polk (Primary),2682,Natural                       ,No,Ground,2021
3934,FL-3532355,BREEZE HILL MOBILE HOME PARK,Non-Adjusted,Polk (Primary),249,Natural                       ,No,Ground,2021
3935,FL-3532582,EMERALD LAKE MHP,Non-Adjusted,Polk (Primary),224,Natural                       ,No,Ground,2021
3936,FL-3535116,LAKE KISSIMMEE MOBILE HOME PK,Non-Adjusted,Polk (Primary),31,Natural                       ,No,Ground,2021
3937,FL-3590026,ALTAMONTE SPRINGS WATER DEPT,Adjusted,Seminole (Primary),49692,H2SiF6,Yes,Ground,2021
3938,FL-3590039,APPLE VALLEY,Consecutive,Seminole (Primary),2923,H2SiF6,Yes,Ground,2021
3939,FL-3590069,BEAR LAKE MANOR,Consecutive,Seminole (Primary),695,H2SiF6,Yes,Ground,2021
3940,FL-3590111,DRUID HILLS,Non-Adjusted,Seminole (Primary),734,Natural                       ,No,Ground,2021
3941,FL-3590159,"CASSELBERRY, CITY OF",Consecutive,Seminole (Primary),48951,H2SiF6,Yes,Ground,2021
3942,FL-3590186,CHULUOTA WATER SYSTEM,Non-Adjusted,Seminole (Primary),3454,Natural                       ,No,Ground,2021
3943,FL-3590201,"LAKE MARY, CITY OF",Adjusted,Seminole (Primary),15766,H2SiF6,Yes,Ground,2021
3944,FL-3590202,"LONGWOOD, CITY OF",Adjusted,Seminole (Primary),20777,H2SiF6,Yes,Ground,2021
3945,FL-3590205,"SANFORD, CITY OF",Adjusted,Seminole (Primary),63104,H2SiF6,Yes,Ground,2021
3946,FL-3590338,ELDER SPRINGS TRAILER PARK,Non-Adjusted,Seminole (Primary),55,Natural                       ,No,Ground,2021
3947,FL-3590473,SEMINOLE COUNTY NORTHEAST,Adjusted,Seminole (Primary),17816,H2SiF6,Yes,Ground,2021
3948,FL-3590497,HARMONY HOMES,Non-Adjusted,Seminole (Primary),141,Natural                       ,No,Ground,2021
3949,FL-3590571,SEMINOLE COUNTY SOUTHEAST,Adjusted,Seminole (Primary),62625,H2SiF6,Yes,Ground,2021
3950,FL-3590615,JANSEN S/D,Non-Adjusted,Seminole (Primary),776,Natural                       ,No,Ground,2021
3951,FL-3590685,LAKE BRANTLEY,Consecutive,Seminole (Primary),172,Natural                       ,No,Ground,2021
3952,FL-3590698,LAKE HARNEY WATER ASSOCIATION,Non-Adjusted,Seminole (Primary),626,Natural                       ,No,Ground,2021
3953,FL-3590762,LITTLE WEKIVA ESTATES,Non-Adjusted,Seminole (Primary),191,Natural                       ,No,Ground,2021
3954,FL-3590785,SEMINOLE COUNTY SOUTHWEST,Adjusted,Seminole (Primary),8603,H2SiF6,Yes,Ground,2021
3955,FL-3590823,MEREDITH MANOR,Consecutive,Seminole (Primary),1563,Natural                       ,No,Ground,2021
3956,FL-3590865,MULLET LAKE WATER ASSOCIATION,Non-Adjusted,Seminole (Primary),873,Natural                       ,No,Ground,2021
3957,FL-3590879,"WINTER SPRINGS, CITY OF (WEST)",Non-Adjusted,Seminole (Primary),30988,Natural                       ,No,Ground,2021
3958,FL-3590912,OAKLAND SHORES,Consecutive,Seminole (Primary),705,H2SiF6,Yes,Ground,2021
3959,FL-3590970,OVIEDO & A.M.JONES WTPS,Adjusted,Seminole (Primary),41741,H2SiF6,Yes,Ground,2021
3960,FL-3590988,PALM VALLEY MOBILE HOME PARK,Non-Adjusted,Seminole (Primary),1320,Natural                       ,No,Ground,2021
3961,FL-3590993,PARK RIDGE,Non-Adjusted,Seminole (Primary),220,Natural                       ,No,Ground,2021
3962,FL-3591008,PHILLIPS SECTION,Consecutive,Seminole (Primary),244,H2SiF6,Yes,Ground,2021
3963,FL-3591061,RAVENNA PARK,Non-Adjusted,Seminole (Primary),1882,Natural                       ,No,Ground,2021
3964,FL-3591121,SANLANDO UTIL/WEKIVA HUNT CLUB,Non-Adjusted,Seminole (Primary),33041,Natural                       ,No,Ground,2021
3965,FL-3591248,SPRING HAMMOCK MHP,Non-Adjusted,Seminole (Primary),134,Natural                       ,No,Ground,2021
3966,FL-3591395,TWELVE OAKS R.V.RESORT,Non-Adjusted,Seminole (Primary),447,Natural                       ,No,Ground,2021
3967,FL-3591451,WEATHERSFIELD,Consecutive,Seminole (Primary),3774,H2SiF6,Yes,Ground,2021
3968,FL-3594050,SEMINOLE WOODS COMMUNITY ASSN,Non-Adjusted,Seminole (Primary),697,Natural                       ,No,Ground,2021
3969,FL-3594107,SEMINOLE COUNTY NORTHWEST,Adjusted,Seminole (Primary),28600,H2SiF6,Yes,Ground,2021
3970,FL-3594186,BLACK HAMMOCK -MSBU,Consecutive,Seminole (Primary),698,H2SiF6,Yes,Ground,2021
3971,FL-3594214,CHASE GROVES,Consecutive,Seminole (Primary),3623,H2SiF6,Yes,Ground,2021
3972,FL-3594216,SUNSHADOWS APARTMENTS,Consecutive,Seminole (Primary),882,H2SiF6,Yes,Ground,2021
3973,FL-3594230,MIDWAY-CANAAN WATER ASSOCIATION,Consecutive,Seminole (Primary),1341,H2SiF6,Yes,Ground,2021
3974,FL-3640019,JOHN KNOX VILLAGE,Non-Adjusted,Volusia (Primary),662,Natural                       ,No,Ground,2021
3975,FL-3640156,MEADOWLEA ESTATES,Non-Adjusted,Volusia (Primary),252,Natural                       ,No,Ground,2021
3976,FL-3640158,CASSADAGA WATER SUPPLY,Consecutive,Volusia (Primary),248,Natural                       ,No,Ground,2021
3977,FL-3640275,"DAYTONA BEACH, CITY OF",Adjusted,Volusia (Primary),68580,Na2SiF6 Dry,Yes,Ground,2021
3978,FL-3640285,APPLEGATE ESTATES MHP,Non-Adjusted,Volusia (Primary),246,Natural                       ,No,Ground,2021
3979,FL-3640286,"DELAND, CITY OF",Adjusted,Volusia (Primary),45520,H2SiF6,Yes,Ground,2021
3980,FL-3640287,DELTONA LAKES,Non-Adjusted,Volusia (Primary),70051,Natural                       ,No,Ground,2021
3981,FL-3640331,"EDGEWATER, CITY OF",Non-Adjusted,Volusia (Primary),22985,Natural                       ,No,Ground,2021
3982,FL-3640336,ELDORADO ESTATES,Non-Adjusted,Volusia (Primary),224,Natural                       ,No,Ground,2021
3983,FL-3640403,FLA.UNITED METH.CHILDRENS HOME,Non-Adjusted,Volusia (Primary),179,Natural                       ,No,Ground,2021
3984,FL-3640412,SPRUCE CREEK FLY IN,Non-Adjusted,Volusia (Primary),3011,Natural                       ,No,Ground,2021
3985,FL-3640528,HIDDEN VALLEY PARK,Non-Adjusted,Volusia (Primary),247,Natural                       ,No,Ground,2021
3986,FL-3640557,"HOLLY HILL, CITY OF",Adjusted,Volusia (Primary),12014,H2SiF6,Yes,Ground,2021
3987,FL-3640643,KOVE ESTATES ASSOCIATION,Non-Adjusted,Volusia (Primary),494,Natural                       ,No,Ground,2021
3988,FL-3640682,LAKE ASHBY MOBILE HOME PARK,Non-Adjusted,Volusia (Primary),82,Natural                       ,No,Ground,2021
3989,FL-3640683,LAKE BERESFORD,Non-Adjusted,Volusia (Primary),1767,Natural                       ,No,Ground,2021
3990,FL-3640727,LAKESIDE VILLAGE MOBILE HOME PARK,Non-Adjusted,Volusia (Primary),54,Natural                       ,No,Ground,2021
3991,FL-3640748,LEMON BLUFF WATER ASSOCIATION,Non-Adjusted,Volusia (Primary),141,Natural                       ,No,Ground,2021
3992,FL-3640876,"NEW SMYRNA BEACH, CITY OF",Adjusted,Volusia (Primary),56601,Na2SiF6 Dry,Yes,Ground,2021
3993,FL-3640945,Orange City Country Village,Non-Adjusted,Volusia (Primary),1627,Natural                       ,No,Ground,2021
3994,FL-3640946,ORANGE CITY UTILITIES,Non-Adjusted,Volusia (Primary),9863,Natural                       ,No,Ground,2021
3995,FL-3640955,ORANGEWOOD MOBILE HOME PARK,Non-Adjusted,Volusia (Primary),60,Natural                       ,No,Ground,2021
3996,FL-3640963,"ORMOND BEACH, CITY OF",Adjusted,Volusia (Primary),45272,H2SiF6,Yes,Ground,2021
3997,FL-3641014,PINE ISLAND UTILITY CORP.,Non-Adjusted,Volusia (Primary),260,Natural                       ,No,Ground,2021
3998,FL-3641041,TOWN OF PONCE INLET,Consecutive,Volusia (Primary),3323,H2SiF6,Yes,Ground,2021
3999,FL-3641044,"PORT ORANGE, CITY OF",Adjusted,Volusia (Primary),66908,H2SiF6,Yes,Ground,2021
4000,FL-3641216,"SOUTH DAYTONA,CITY OF",Consecutive,Volusia (Primary),11177,Na2SiF6 Dry,Yes,Ground,2021
4001,FL-3641308,SUNNY SANDS RESORT INC.,Non-Adjusted,Volusia (Primary),89,Natural                       ,No,Ground,2021
4002,FL-3641315,ENCORE-SUNSHINE HOLIDAY PARK,Non-Adjusted,Volusia (Primary),139,Natural                       ,No,Ground,2021
4003,FL-3641324,TOWN OF PIERSON/OP.BY VCU,Non-Adjusted,Volusia (Primary),2376,Natural                       ,No,Ground,2021
4004,FL-3641336,SOUTHWEST INTERCONNECT,Non-Adjusted,Volusia (Primary),15704,Natural                       ,No,Ground,2021
4005,FL-3641373,TOMOKA VIEW ESTATES,Non-Adjusted,Volusia (Primary),436,Natural                       ,No,Ground,2021
4006,FL-3641399,TWIN RIVERS ESTATES,Non-Adjusted,Volusia (Primary),165,Natural                       ,No,Ground,2021
4007,FL-3641401,TYMBER CREEK UTILITIES,Consecutive,Volusia (Primary),900,H2SiF6,Yes,Ground,2021
4008,FL-3641444,PHOENIX ESTATES,Non-Adjusted,Volusia (Primary),147,Natural                       ,No,Ground,2021
4009,FL-3641550,LAKE HELEN WATER DEPARTMENT,Non-Adjusted,Volusia (Primary),2414,Natural                       ,No,Ground,2021
4010,FL-3644119,VILLAGE OF PINE RUN UTILITY CORP.,Non-Adjusted,Volusia (Primary),231,Natural                       ,No,Ground,2021
4011,FL-3644123,HALIFAX PLANTATION,Non-Adjusted,Volusia (Primary),4407,Natural                       ,No,Ground,2021
4012,FL-3644125,"MAGNOLIAS,THE ATTN:MR. KEERAN",Non-Adjusted,Volusia (Primary),352,Natural                       ,No,Ground,2021
4013,FL-3644127,JUNGLE DEN,Consecutive,Volusia (Primary),206,Natural                       ,No,Ground,2021
4014,FL-3644155,VC/SOUTHWEST WTP-2,Non-Adjusted,Volusia (Primary),3306,Natural                       ,No,Ground,2021
4015,FL-3644157,TOSCANA SUBDIVISION,Non-Adjusted,Volusia (Primary),36,Natural                       ,No,Ground,2021
4016,FL-3644279,HALCRESS/LOPEZ MHP,Non-Adjusted,Volusia (Primary),28,Natural                       ,No,Ground,2021
4017,FL-3644292,LAKE REESER COTTAGES,Non-Adjusted,Volusia (Primary),48,Natural                       ,No,Ground,2021
4018,FL-3644327,STONE ISLAND,Consecutive,Volusia (Primary),636,Natural                       ,No,Ground,2021
4019,FL-3644328,ENTERPRISE,Consecutive,Volusia (Primary),248,Natural                       ,No,Ground,2021
4020,FL-3644329,SOUTHEAST VOLUSIA INTERCONNECTED,Consecutive,Volusia (Primary),3522,Natural                       ,No,Ground,2021
4021,FL-3644332,NEW HOPE VILLAS OF SEVILLE,Non-Adjusted,Volusia (Primary),207,Natural                       ,No,Ground,2021
4022,FL-3644349,LAKES OF PINE RUN,Consecutive,Volusia (Primary),79,Natural                       ,No,Ground,2021
4023,FL-4060162,BCWWS 3B/C,Consecutive,Broward (Primary),29193,H2SiF6,Yes,Ground,2021
4024,FL-4060163,BCWWS 2A,Adjusted,Broward (Primary),48839,H2SiF6,Yes,Ground,2021
4025,FL-4060165,BCWWS 3A,Consecutive,Broward (Primary),14347,H2SiF6,Yes,Ground,2021
4026,FL-4060167,BCWWS 1A,Adjusted,Broward (Primary),67333,H2SiF6,Yes,Ground,2021
4027,FL-4060253,"DANIA BEACH, CITY OF",Adjusted,Broward (Primary),15318,H2SiF6,Yes,Ground,2021
4028,FL-4060254,"DEERFIELD BEACH, CITY OF E & W",Adjusted,Broward (Primary),47165,H2SiF6,Yes,Ground,2021
4029,FL-4060282,COOPER CITY,Adjusted,Broward (Primary),30179,H2SiF6,Yes,Ground,2021
4030,FL-4060290,"CORAL SPRINGS, CITY OF",Adjusted,Broward (Primary),58119,H2SiF6,Yes,Ground,2021
4031,FL-4060291,CORAL SPRINGS IMPROVEMENT DIST,Adjusted,Broward (Primary),35765,H2SiF6,Yes,Ground,2021
4032,FL-4060344,"DAVIE, TOWN OF, #3 & #5",Adjusted,Broward (Primary),23247,H2SiF6,Yes,Ground,2021
4033,FL-4060419,FERNCREST UTILITIES,Adjusted,Broward (Primary),2792,H2SiF6,Yes,Ground,2021
4034,FL-4060486,"FORT LAUDERDALE, CITY OF",Adjusted,Broward (Primary),162951,H2SiF6,Yes,Ground,2021
4035,FL-4060573,"HALLANDALE, CITY OF",Adjusted,Broward (Primary),35765,H2SiF6,Yes,Ground,2021
4036,FL-4060615,"HILLSBORO BEACH, TOWN OF",Adjusted,Broward (Primary),1788,H2SiF6,Yes,Ground,2021
4037,FL-4060642,"HOLLYWOOD, CITY OF",Adjusted,Broward (Primary),131943,H2SiF6,Yes,Ground,2021
4038,FL-4060787,"LAUDERHILL, CITY OF",Adjusted,Broward (Primary),49177,H2SiF6,Yes,Ground,2021
4039,FL-4060845,"MARGATE, CITY OF",Adjusted,Broward (Primary),55663,H2SiF6,Yes,Ground,2021
4040,FL-4060925,MIRAMAR (EAST & WEST) PLANTS,Adjusted,Broward (Primary),114181,H2SiF6,Yes,Ground,2021
4041,FL-4060976,"NORTH LAUDERDALE, CITY OF",Adjusted,Broward (Primary),31929,H2SiF6,Yes,Ground,2021
4042,FL-4060989,OAKLAND PARK CITY OF,Consecutive,Broward (Primary),25021,H2SiF6,Yes,Ground,2021
4043,FL-4061083,PEMBROKE PINES,Adjusted,Broward (Primary),167613,H2SiF6,Yes,Ground,2021
4044,FL-4061121,"PLANTATION, EAST & CENTRAL",Adjusted,Broward (Primary),76445,H2SiF6,Yes,Ground,2021
4045,FL-4061127,CITY OF WESTON (INDIAN TRACE),Consecutive,Broward (Primary),46763,H2SiF6,Yes,Ground,2021
4046,FL-4061129,"POMPANO BEACH, CITY OF",Adjusted,Broward (Primary),75107,H2SiF6,Yes,Ground,2021
4047,FL-4061408,"SUNRISE #3, CITY OF",Adjusted,Broward (Primary),64735,H2SiF6,Yes,Ground,2021
4048,FL-4061410,"SUNRISE #1, CITY OF",Adjusted,Broward (Primary),71128,H2SiF6,Yes,Ground,2021
4049,FL-4061429,"TAMARAC (WEST), CITY OF",Adjusted,Broward (Primary),57039,H2SiF6,Yes,Ground,2021
4050,FL-4061517,ROYAL UTILITY COMPANY,Adjusted,Broward (Primary),4007,H2SiF6,Yes,Ground,2021
4051,FL-4061574,"WILTON MANORS, CITY OF",Consecutive,Broward (Primary),10461,H2SiF6,Yes,Ground,2021
4052,FL-4061584,"COCONUT CREEK, CITY OF",Consecutive,Broward (Primary),48283,H2SiF6,Yes,Ground,2021
4053,FL-4061593,"TAMARAC (EAST), CITY OF",Consecutive,Broward (Primary),2309,H2SiF6,Yes,Ground,2021
4054,FL-4061925,DAVIE (HACIENDA VILLAGE),Consecutive,Broward (Primary),894,H2SiF6,Yes,Ground,2021
4055,FL-4061957,PARKLAND UTILITIES INC,Adjusted,Broward (Primary),2316,H2SiF6,Yes,Ground,2021
4056,FL-4064326,SOUTH BROWARD UTILITY/SUNRISE,Adjusted,Broward (Primary),9612,H2SiF6,Yes,Ground,2021
4057,FL-4064390,NORTH SPRINGS IMPROVEMENT DIST,Adjusted,Broward (Primary),33415,H2SiF6,Yes,Ground,2021
4058,FL-4130077,BAL HARBOUR VILLAGE,Consecutive,Miami-Dade (Primary),2735,Na2SiF6 Dry,Yes,Ground,2021
4059,FL-4130089,"BAY HARBOR ISLANDS, TOWN OF",Consecutive,Miami-Dade (Primary),5241,Na2SiF6 Dry,Yes,Ground,2021
4060,FL-4130255,FLORIDA CITY,Non-Adjusted,Miami-Dade (Primary),10730,Natural                       ,No,Ground,2021
4061,FL-4130588,REDLANDS MOBILE HOME PARK,Non-Adjusted,Miami-Dade (Primary),143,Natural                       ,No,Ground,2021
4062,FL-4130604,"HIALEAH, CITY OF",Adjusted,Miami-Dade (Primary),214591,Unknown,Yes,Ground,2021
4063,FL-4130645,"HOMESTEAD, CITY OF",Adjusted,Miami-Dade (Primary),61193,H2SiF6,Yes,Ground,2021
4064,FL-4130662,INDIAN CREEK VILLAGE,Consecutive,Miami-Dade (Primary),39,Na2SiF6 Dry,Yes,Ground,2021
4065,FL-4130833,JONES' TRAILER PARK,Non-Adjusted,Miami-Dade (Primary),89,Natural                       ,No,Ground,2021
4066,FL-4130871,MDWASA - MAIN SYSTEM,Adjusted,Miami-Dade (Primary),2056501,Na2SiF6 Dry,Yes,Ground,2021
4067,FL-4130901,"MIAMI BEACH, CITY OF",Consecutive,Miami-Dade (Primary),80568,Na2SiF6 Dry,Yes,Ground,2021
4068,FL-4130970,NORTH BAY VILLAGE,Consecutive,Miami-Dade (Primary),7436,Na2SiF6 Dry,Yes,Ground,2021
4069,FL-4130977,"NORTH MIAMI, CITY OF",Adjusted,Miami-Dade (Primary),78996,H2SiF6,Yes,Ground,2021
4070,FL-4131001,"OPA LOCKA, CITY OF",Consecutive,Miami-Dade (Primary),14734,Na2SiF6 Dry,Yes,Ground,2021
4071,FL-4131202,MDWASA/REX UTILITIES,Non-Adjusted,Miami-Dade (Primary),40415,Natural                       ,No,Ground,2021
4072,FL-4131206,REX UTILITIES INC/REDAVO,Consecutive,Miami-Dade (Primary),344,H2SiF6,Yes,Ground,2021
4073,FL-4131312,SILVER PALM PLACE,Non-Adjusted,Miami-Dade (Primary),224,Natural                       ,No,Ground,2021
4074,FL-4131403,AMERICANA VILLAGE,Non-Adjusted,Miami-Dade (Primary),1878,Natural                       ,No,Ground,2021
4075,FL-4131424,"SURFSIDE, TOWN OF",Consecutive,Miami-Dade (Primary),5365,Na2SiF6 Dry,Yes,Ground,2021
4076,FL-4131474,MEDLEY WATER DEPARTMENT,Consecutive,Miami-Dade (Primary),857,Na2SiF6 Dry,Yes,Ground,2021
4077,FL-4131531,"VIRGINIA GARDENS, VILLAGE OF",Consecutive,Miami-Dade (Primary),2210,Na2SiF6 Dry,Yes,Ground,2021
4078,FL-4131558,"WEST MIAMI, CITY OF",Consecutive,Miami-Dade (Primary),7260,Na2SiF6 Dry,Yes,Ground,2021
4079,FL-4131618,NORTH MIAMI BEACH,Adjusted,Miami-Dade (Primary),160944,H2SiF6,Yes,Ground,2021
4080,FL-4134357,FKAA FLORIDA CITY PLANT,Adjusted,Miami-Dade (Primary),76895,H2SiF6,Yes,Ground,2021
4081,FL-4134358,DADE JUVENILE RESIDENTIAL FACILITY,Non-Adjusted,Miami-Dade (Primary),67,Natural                       ,No,Ground,2021
4082,FL-4134365,HIALEAH GARDENS,Consecutive,Miami-Dade (Primary),17883,Na2SiF6 Dry,Yes,Ground,2021
4083,FL-4430259,"STUART, CITY OF - WATER PLANT",Adjusted,Martin (Primary),16988,H2SiF6,Yes,Ground,2021
4084,FL-4430484,SOUTH FORK HOMEOWNER UTIL.CORP,Consecutive,Martin (Primary),179,Natural                       ,No,Ground,2021
4085,FL-4430624,SOUTH MARTIN REGIONAL UTILITIES,Non-Adjusted,Martin (Primary),24142,Natural                       ,No,Ground,2021
4086,FL-4430667,"INDIANTOWN COMPANY, INC.",Non-Adjusted,Martin (Primary),5228,Natural                       ,No,Ground,2021
4087,FL-4430774,LAKESIDE VILLAGE MBL HOME PARK,Non-Adjusted,Martin (Primary),197,Natural                       ,No,Ground,2021
4088,FL-4430956,NATALIE ESTATES MOBILE HOME PK,Non-Adjusted,Martin (Primary),224,Natural                       ,No,Ground,2021
4089,FL-4431050,PALM CIRCLE COTTAGES AND MHP,Non-Adjusted,Martin (Primary),89,Natural                       ,No,Ground,2021
4090,FL-4431235,RONNY'S MOBILE RANCH,Non-Adjusted,Martin (Primary),80,Natural                       ,No,Ground,2021
4091,FL-4431379,ST. LUCIE MOBILE VILLAGE,Non-Adjusted,Martin (Primary),671,Natural                       ,No,Ground,2021
4092,FL-4431456,SOUNDINGS YACHT & TENNIS CLUB,Non-Adjusted,Martin (Primary),402,Natural                       ,No,Ground,2021
4093,FL-4431582,WOODBRIDGE MOBILE VILLAGE,Non-Adjusted,Martin (Primary),169,Natural                       ,No,Ground,2021
4094,FL-4431870,J & S FISH CAMP,Non-Adjusted,Martin (Primary),36,Natural                       ,No,Ground,2021
4095,FL-4431883,CORA-WIN COVE,Non-Adjusted,Martin (Primary),148,Natural                       ,No,Ground,2021
4096,FL-4431891,MARTIN CO UTIL UTILITIES,Non-Adjusted,Martin (Primary),85950,Natural                       ,No,Ground,2021
4097,FL-4434000,SAILFISH POINT UTILITY CORP.,Non-Adjusted,Martin (Primary),1024,Natural                       ,No,Ground,2021
4098,FL-4434014,ST. LUCIE FALLS,Consecutive,Martin (Primary),446,Natural                       ,No,Ground,2021
4099,FL-4470257,OKEECHOBEE UTILITY AUTHORITY,Non-Adjusted,Okeechobee (Primary),17883,Natural                       ,No,Ground,2021
4100,FL-4470472,OKEECHOBEE YOUTH DEVELOPMENT,Non-Adjusted,Okeechobee (Primary),313,Natural                       ,No,Ground,2021
4101,FL-4471736,VILLA MARGARET,Non-Adjusted,Okeechobee (Primary),118,Natural                       ,No,Ground,2021
4102,FL-4474396,ANCIENT OAKS RV RESORT,Non-Adjusted,Okeechobee (Primary),666,Natural                       ,No,Ground,2021
4103,FL-4474453,BLUE CYPRESS GOLF & RV PARK,Non-Adjusted,Okeechobee (Primary),374,Natural                       ,No,Ground,2021
4104,FL-4474462,MCARTHUR/LINE 1/SE,Non-Adjusted,Okeechobee (Primary),50,Natural                       ,No,Ground,2021
4105,FL-4474467,OAK PARK LLC,Non-Adjusted,Okeechobee (Primary),89,Natural                       ,No,Ground,2021
4106,FL-4474474,MCARTHUR/LINE 7/SW,Non-Adjusted,Okeechobee (Primary),129,Natural                       ,No,Ground,2021
4107,FL-4474497,OKEECHOBEE CORRECTIONAL INST,Non-Adjusted,Okeechobee (Primary),1520,Natural                       ,No,Ground,2021
4108,FL-4500014,WELLINGTON WTP,Adjusted,Palm Beach (Primary),50496,H2SiF6,Yes,Ground,2021
4109,FL-4500062,MARALAGO CAY MHP,Non-Adjusted,Palm Beach (Primary),1073,Natural                       ,No,Ground,2021
4110,FL-4500068,"ATLANTIS, CITY OF",Consecutive,Palm Beach (Primary),2682,H2SiF6,Yes,Ground,2021
4111,FL-4500130,BOCA RATON WTP,Non-Adjusted,Palm Beach (Primary),116237,Natural                       ,No,Ground,2021
4112,FL-4500145,BOYNTON BEACH WTP,Adjusted,Palm Beach (Primary),100143,H2SiF6,Yes,Ground,2021
4113,FL-4500264,COLONIAL ESTATES MHP,Non-Adjusted,Palm Beach (Primary),402,Natural                       ,No,Ground,2021
4114,FL-4500351,DELRAY BEACH WATER DEPARTMENT,Adjusted,Palm Beach (Primary),53827,H2SiF6,Yes,Ground,2021
4115,FL-4500455,SEMINOLE MANOR SUBDIVISION,Consecutive,Palm Beach (Primary),2910,H2SiF6,Yes,Ground,2021
4116,FL-4500466,LAKE CLARKE SHORES,Consecutive,Palm Beach (Primary),2207,Natural                       ,No,Ground,2021
4117,FL-4500565,"GULFSTREAM, TOWN OF",Consecutive,Palm Beach (Primary),895,H2SiF6,Yes,Ground,2021
4118,FL-4500609,HIGHLAND BEACH WATER PLANT,Non-Adjusted,Palm Beach (Primary),3164,Natural                       ,No,Ground,2021
4119,FL-4500634,PALM LAKE  ESTATES NORTH,Consecutive,Palm Beach (Primary),429,Natural                       ,No,Ground,2021
4120,FL-4500773,LAKE WORTH UTILITIES,Non-Adjusted,Palm Beach (Primary),42918,Natural                       ,No,Ground,2021
4121,FL-4500784,LANTANA WATER TREATMENT PLANT,Non-Adjusted,Palm Beach (Primary),8433,Natural                       ,No,Ground,2021
4122,FL-4500840,MANALAPAN WTP(LEROY C.PASLAY),Non-Adjusted,Palm Beach (Primary),380,Natural                       ,No,Ground,2021
4123,FL-4500841,"MANGONIA PARK, TOWN OF",Non-Adjusted,Palm Beach (Primary),2135,Natural                       ,No,Ground,2021
4124,FL-4500981,"TROPICAL BREEZE ESTATES,INC",Non-Adjusted,Palm Beach (Primary),536,Natural                       ,No,Ground,2021
